Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
雙和茶,Shuanghe Tea,美食、伴手禮,Food & Beverages,Food & Beverages,
大尺碼洋裝,plus size dress,女生衣著,Women's Apparel,Women's Apparel,Women's Apparel
油頭,Oil head,男生包包與配件,Health & Beauty,Health & Beauty,Health & Beauty
膝上襪,knee socks,女生配件,Women Accessories,Women Accessories,Women Accessories
怪手,Strange hand,汽機車零件百貨,Life & Entertainment,Life & Entertainment,
dior 包包,dior bag,女生包包/精品,Women Bags,Women Bags,
運動飲料,Sports drinks,美食、伴手禮,Food & Beverages,Food & Beverages,
日系衣服,Japanese clothes,女生衣著,Women's Apparel,Women's Apparel,Women's Apparel
防彈背心,bulletproof vest,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
逐露天下,Go out into the open air,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
雷根糖,Sugarcane,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
彈珠,Marbles,娛樂、收藏,Life & Entertainment,Life & Entertainment,Sports & Outdoors
小雞,chick,娛樂、收藏,Food & Beverages,Mother & Baby,Mother & Baby
水泥漆,cement paint,居家生活,Home & Living,Home & Living,Home & Living
風管,air duct,居家生活,Home & Living,Home & Living,
車寶貝,car baby,汽機車零件百貨,Motors,Motors,
蝦皮手續費2022,Shopee handling fee 2022,Others,,,
五味子芝麻錠,Schisandra sesame tablets,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
電池充電器,battery charger,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
舒淇寫真,Shu Qi's photo,其他類別,Life & Entertainment,Everything Else,
閏月豬腳,Leap month pig's feet,美食、伴手禮,Food & Beverages,Food & Beverages,
小雞上工,Chicks go to work,服務、票券,Tickets & Services,,
雞皮餅乾,Chicken biscuits,美食、伴手禮,Home & Living,Food & Beverages,
上門龍婿,Long son-in-law who comes to the door,書籍及文創商品,Books,Books,
joules 外套,joules coat,女生衣著,Women's Apparel,Women's Apparel,
burberry外套,burberry jacket,女生衣著,Men's Apparel,Men's Apparel,
澳寶一分鐘焗油,Opal one minute oil baking,美妝保健,Health & Beauty,Health & Beauty,
汽車 隔音,car sound insulation,汽機車零件百貨,Motors,Motors,
autocad 2019,autocad 2019,書籍及文創商品,Books,Hardware & 3C,
起酥蛋糕,Shortening cake,美食、伴手禮,Food & Beverages,Food & Beverages,
咒術迴戰0,Spells return 0,娛樂、收藏,Books,Books,Books
台南新光三越週年慶,Tainan Shin Kong Mitsukoshi Anniversary Celebration,Others,,,
伸縮曬衣架,Telescopic clothes drying rack,居家生活,Home & Living,Home & Living,Home & Living
水凝膜,hydrogel film,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
marshall耳機,marshall headphones,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
好市多特價,Costco specials,Others,Food & Beverages,Food & Beverages,
萬聖節 打扮,halloween dress up,其他類別,Mother & Baby,Mother & Baby,
50cc 機車,50cc motorcycle,汽機車零件百貨,Motors,Sports & Outdoors,
告別式花籃,Farewell flower basket,居家生活,Home & Living,Home & Living,
3090ti,3090ti,3C與筆電,Hardware & 3C,Hardware & 3C,
蘋果13,iphone 13,手機平板與周邊,,Hardware & 3C,
蝦皮理貨中心,Shopee Tally Center,Platform Terms ( Shopee / Momo),Computers & Accessories,Computers & Accessories,Computers & Accessories
lv 短夾,lv short clip,女生包包/精品,Women Bags,Women Bags,Women Bags
青草茶,Green herbal tea,美食、伴手禮,Food & Beverages,Food & Beverages,Home & Living
18吋行李箱,18-inch suitcase,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
ucc 黑 咖啡,ucc black coffee,美食、伴手禮,,,Food & Beverages
雅詩蘭黛眼霜,Estee Lauder eye cream,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
汽座,car seat,汽機車零件百貨,Mother & Baby,Mother & Baby,
mmbcu,mmbcu,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
小米12t,Xiaomi 12t,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
cd-wbf40,cd-wbf40,家電影音,Home Electronic,Home Electronic,Home Electronic
iphone 14pro,iphone 14pro,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Stationery
pchoome,pchoome,Platform Terms ( Shopee / Momo),,,
7900xtx,7900xtx,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
usb插頭,usb plug,3C與筆電,Mobile & Gadgets,Mobile & Gadgets,
富士 相機,fuji camera,3C與筆電,Hardware & 3C,Hardware & 3C,
車用吸塵器推薦,Car vacuum cleaner recommendations,汽機車零件百貨,Motors,,
蝦皮店到店 高雄,Shopee store to store Kaohsiung,Platform Terms ( Shopee / Momo),Beauty,Hobbies & Collections,Hobbies & Collections
小雲盒子,Xiaoyun box,家電影音,Health & Beauty,Home Electronic,
英雄聯盟世界賽,League of Legends World Championship,娛樂、收藏,Mobile & Gadgets,,
露營中毒本鋪,Camping Poison Shop,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
韓式辣椒醬,Korean chili sauce,美食、伴手禮,Food & Beverages,Food & Beverages,
綠蘿,Pothos,居家生活,Home & Living,Home & Living,
旅遊補助2023,Travel Grant 2023,Others,,,
結構式護髮,Structured hair care,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
腿包,leg bag,男生包包與配件,Men's Bags& Accessories,Men's Bags& Accessories,Men's Bags& Accessories
西洋芹,celery,美食、伴手禮,Home & Living,Home & Living,
白鹿,white deer,娛樂、收藏,Women's Apparel,Sports & Outdoors,
樹脂土,Resin soil,居家生活,Home & Living,Home & Living,
小瓦斯爐,small gas stove,家電影音,Home Electronic,Sports & Outdoors,
日幣零錢包,Japanese currency coin purse,女生包包/精品,Women Bags,Women Bags,Men's Bags& Accessories
cerave 洗面乳,cerave facial cleanser,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
台中手機館,Taichung Mobile Phone Store,3C與筆電,Mobile & Gadgets,Mobile & Gadgets,
turk 鍋,turk pot,居家生活,Home & Living,Home & Living,
驅蚊,Mosquito repellent,居家生活,Mother & Baby,Mother & Baby,Sports & Outdoors
opi指甲油,opi nail polish,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
巴沙魚,Pangasius,美食、伴手禮,Food & Beverages,Food & Beverages,
涼鞋女,women's sandals,男女鞋,Women Shoes,Women Shoes,Women Shoes
電蚊燈,Electric mosquito lamp,居家生活,Home Electronic,Home Electronic,
腳底按摩器,foot massager,家電影音,Sports & Outdoors,Home Electronic,
ricoh gr,ricohgr,3C與筆電,Hardware & 3C,Hardware & 3C,
usb to hdmi,usb to hdmi,3C與筆電,Hardware & 3C,Hardware & 3C,
夏天外套,summer coat,女生衣著,Women's Apparel,Women's Apparel,
豬飼料柑仔店,pig feed mandarin store,美食、伴手禮,Pets,Food & Beverages,Food & Beverages
肯德基卡娜赫拉,KFC Kanahera,娛樂、收藏,,Life & Entertainment,
電動水槍,electric water gun,居家生活,Motors,Mother & Baby,
伴娘禮,bridesmaid ceremony,Others,Everything Else,Everything Else,Food & Beverages
新北市垃圾袋哪裡買最便宜,Where to buy the cheapest garbage bags in New Taipei City?,居家生活,,,
改良式旗袍,Improved cheongsam,女生衣著,Women's Apparel,Women's Apparel,Everything Else
血糖機推薦,Blood glucose machine recommendation,居家生活,Health,Health,Health
現金袋,cash bag,居家生活,Home & Living,Home & Living,
二手 電動車,Second hand electric car,汽機車零件百貨,Motors,Motors,
樂扣珍奶杯,LOCK Milk Cup,居家生活,Home & Living,Home & Living,Home & Living
開戶 印章,Account opening seal,居家生活,Home & Living,,
塑鋼鞋櫃,Plastic steel shoe cabinet,居家生活,Home & Living,Home & Living,Home & Living
肩頸按摩器推薦,Recommended shoulder and neck massagers,家電影音,Health,Health,Sports & Outdoors
汗皰疹藥膏推薦,Recommended sweat herpes ointment,美妝保健,,,
洗衣機水龍頭,washing machine faucet,居家生活,Home & Living,Home & Living,
腳踏車 鎖,bicycle lock,戶外與運動用品,Sports & Outdoors,,
淘寶代購,Taobao purchasing agent,服務、票券,Everything Else,Everything Else,
乾濕分離拉門,Dry and wet separation sliding door,居家生活,Home & Living,Home & Living,
zendure 1000w,zendure 1000w,戶外與運動用品,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
539落球順序,539 ball drop sequence,其他類別,Home & Living,"Tickets, Vouchers & Services","Tickets, Vouchers & Services"
潤色護唇膏,Tinted lip balm,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
半是蜜糖半是傷,Half honey and half hurt,娛樂、收藏,Women's Apparel,Books,Books
林記蛋黃酥,Lin Kee Egg Yolk Crispy,美食、伴手禮,Food & Beverages,Food & Beverages,
oppo reno 10 pro,oppo reno 10 pro,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
bagrun,bagrun,男生包包與配件,Men's Bags& Accessories,Men's Bags& Accessories,
錫葉藤,tin leaf vine,居家生活,Home & Living,Home & Living,
fzx150,fzx150,汽機車零件百貨,,Life & Entertainment,
casetify 手機殼,casetify mobile phone case,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
推薦漫畫,Recommended comics,書籍及文創商品,,Books,
hegen,hegen,嬰幼童與母親,Mother & Baby,Mother & Baby,Mother & Baby
alzipmat,alzipmat,嬰幼童與母親,Mother & Baby,Mother & Baby,
碳鋅電池,Carbon zinc battery,居家生活,Hardware & 3C,Hardware & 3C,Hardware & 3C
蘿蔔刀,Carrot knife,娛樂、收藏,Home & Living,Home & Living,
遮瑕盤,Concealer palette,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
青花驕,Blue and white pride,美食、伴手禮,Tickets & Services,Tickets & Services,
rog phone 8 pro,rog phone 8 pro,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
翔田千里,Chisato Shoda,其他類別,Books,Everything Else,
大研生醫納豆紅麴,Dayan Biomedical Natto Red Yeast,美妝保健,Health & Beauty,Health & Beauty,
herowatch,herowatch,嬰幼童與母親,Hardware & 3C,Mobile & Gadgets,
曼巴價格,mamba price,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
sabrina 1,sabrina 1,男女鞋,Sports & Outdoors,Women Clothes,Women Clothes
32吋行李箱,32-inch suitcase,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
砂金,placer gold,居家生活,Women Accessories,Women Accessories,
行動電源 推薦,Power bank recommended,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
星巴克冰粽,Starbucks ice rice dumplings,美食、伴手禮,Women Bags,Women Bags,
鯊魚拖鞋,shark slippers,男女鞋,Women Shoes,Women Shoes,
虹牌油漆,Hong brand paint,居家生活,Home & Living,Home & Living,Home & Living
卡詩髮油,Kérastase Hair Oil,美妝保健,Health & Beauty,Health & Beauty,
a55,a55,手機平板與周邊,Mobile & Gadgets,,
寶拉水楊酸,Paula Salicylic Acid,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
亞培安素一箱多少錢,How much does a box of Abeansu cost?,美妝保健,Health,Health,Health
氣墊梳,air cushion comb,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
augur售價,augur price,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
電輔自行車,Electric bicycle,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
行李套,Luggage cover,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
newjeans 快閃店,newjeans pop-up store,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
synology nas,synology nas,3C與筆電,Hardware & 3C,Hardware & 3C,
karina,karina,娛樂、收藏,,Life & Entertainment,
馬來西亞插頭,malaysian plug,居家生活,Sports & Outdoors,Sports & Outdoors,
福建兄妹,Fujian brother and sister,娛樂、收藏,,Food & Beverages,
一生一世,All life,娛樂、收藏,Everything Else,Everything Else,
minji,minji,娛樂、收藏,Mobile & Gadgets,,
安妮雅,Aniya,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
nvidia shield tv pro,nvidia shield tv pro,手機平板與周邊,Home Electronic,Home Electronic,
1tb,1tb,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
2tb隨身碟,2tb flash drive,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
5g 手機,5g mobile phone,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
a50,a50,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
airwalk,airwalk,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Women Shoes
amd cpu,amd cpu,3C與筆電,Hardware & 3C,Hardware & 3C,
antec,antec,3C與筆電,Hardware & 3C,Hardware & 3C,
aplus pomade,aplus pomade,遊戲王,,,
apple watch 5,apple watch 5,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
asus pg279q,asus pg279q,3C與筆電,Hardware & 3C,,
brewista,brewista,居家生活,Home & Living,Home & Living,Home & Living
canon 80d,canon 80d,3C與筆電,Hardware & 3C,Hardware & 3C,
cat s61,cat s61,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
coach,coach,女生包包/精品,Women Bags,Women Bags,Women Bags
cozie,cozie,女生衣著,Women's Apparel,,
fantia,fantia,遊戲王,Tickets & Services,,
gaole,gaole,娛樂、收藏,Life & Entertainment,Life & Entertainment,Life & Entertainment
gnc,gnc,美妝保健,Health & Beauty,Health & Beauty,
gtx1080,gtx1080,3C與筆電,Hardware & 3C,Hardware & 3C,
honda adv 150,honda adv 150,汽機車零件百貨,Motors,Motors,
ipad air 2019,ipad air 2019,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
komica2,komica2,其他類別,Books,,
momo直播,momo live broadcast,Platform Terms ( Shopee / Momo),Mobile & Gadgets,,
nn-st34h,nn-st34h,家電影音,Home Electronic,Home Electronic,Home Electronic
pb,pb,娛樂、收藏,Home & Living,Home & Living,
pd快充,pd fast charge,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
ps4 手把,ps4 controller,遊戲王,Game Kingdom,Game Kingdom,Game Kingdom
q18,q18,美妝保健,Health & Beauty,,
rog zephyrus,rog zephyrus,3C與筆電,Hardware & 3C,Hardware & 3C,
sbl,sbl,娛樂、收藏,Life & Entertainment,Life & Entertainment,
shp9500,shp9500,3C與筆電,Hardware & 3C,Mobile & Gadgets,
tomtoc,tomtoc,3C與筆電,Game Kingdom,Game Kingdom,
unifi,unifi,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
vivowatch,vivowatch,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
x470,x470,3C與筆電,Hardware & 3C,Hardware & 3C,
zenfone max pro,zenfone max pro,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
zephyrus,zephyrus,3C與筆電,Hardware & 3C,Everything Else,
一拳超人 漫畫,One Punch Man Comics,書籍及文創商品,,Books,
三井,Mitsui,3C與筆電,Food & Beverages,Food & Beverages,
不二家,Fujiya,美食、伴手禮,Food & Beverages,Food & Beverages,
五指襪,toe socks,男生包包與配件,Men's Bags& Accessories,Men's Bags& Accessories,Men's Bags& Accessories
伊萊克斯 吸塵器,electrolux vacuum cleaner,家電影音,Home Electronic,Home Electronic,
伯爵紅茶,earl gray tea,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
冷暖氣機,Air conditioning and heating machine,家電影音,Home Electronic,Home Electronic,
占卜,Divination,娛樂、收藏,Life & Entertainment,Everything Else,Everything Else
單人帳篷,single tent,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
單人沙發,single sofa,居家生活,Home & Living,Home & Living,Home & Living
壺鈴,kettlebell,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
外接式硬碟,external hard drive,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
天氣瓶,weather bottle,居家生活,Home & Living,Home & Living,Home & Living
好奇,curious,嬰幼童與母親,Mother & Baby,Mother & Baby,Mother & Baby
好神拖,Good luck,居家生活,Home & Living,Home & Living,Home & Living
寫真集,photo album,娛樂、收藏,Life & Entertainment,Life & Entertainment,Books
居家收納,Home storage,居家生活,Home & Living,Home & Living,
層架,Shelves,居家生活,Home & Living,Home & Living,Home & Living
工具箱,toolbox,居家生活,Home & Living,Home & Living,Home & Living
巴風特,Baphomet,汽機車零件百貨,Motors,Motors,Motors
平板架,Flat rack,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
幼幼口罩,Mask for young children,居家生活,Home & Living,Home & Living,Home & Living
延長線推薦,Extension cord recommendation,3C與筆電,Hardware & 3C,Hardware & 3C,
弓箭傳說,Bow and Arrow Legend,遊戲王,Game Kingdom,Game Kingdom,
懶骨頭沙發,lazy bone sofa,居家生活,Home & Living,Home & Living,Home & Living
手沖咖啡壺,hand brew coffee maker,居家生活,Home & Living,Home & Living,
改裝排氣管,Modified exhaust pipe,汽機車零件百貨,Motors,Motors,
水族箱,aquarium,寵物,Home & Living,Home & Living,
洗衣機清洗,washing machine cleaning,服務、票券,Home Electronic,Home & Living,
海水缸,sea water tank,寵物,Pets,Pets,
澳洲龍蝦,Australian lobster,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
濕紙巾,wet wipes,嬰幼童與母親,Home & Living,Home & Living,Mother & Baby
火影忍者漫畫,Naruto comics,書籍及文創商品,Books,Books,
無線門鈴,wireless doorbell,居家生活,Home & Living,Home & Living,Home & Living
無線麥克風,wireless microphone,3C與筆電,Home Electronic,Home Electronic,Home Electronic
牛仔裙,denim skirt,女生衣著,Women's Apparel,Women's Apparel,Women's Apparel
牛皮紙,Kraft paper,居家生活,Home & Living,Home & Living,Home & Living
狼人殺,Werewolf,遊戲王,Game Kingdom,Game Kingdom,Game Kingdom
王老吉,Wong Lo Kat,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
珍珠粉,Pearl powder,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
療傷遊戲,healing games,遊戲王,Life & Entertainment,Life & Entertainment,Everything Else
登山鞋,Hiking shoes,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
真無線藍牙耳機,True wireless Bluetooth headphones,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Hardware & 3C
神奇寶貝日月,Pokémon sun and moon,娛樂、收藏,Game Kingdom,Game Kingdom,
紋身貼紙,tattoo stickers,居家生活,Everything Else,Everything Else,Women Accessories
組裝電腦,Assembling a computer,3C與筆電,Hardware & 3C,Hardware & 3C,
絞肉機,meat grinder,家電影音,Home Electronic,Home Electronic,Home Electronic
網路線,Internet line,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
老爹鞋,dad shoes,男女鞋,Women Shoes,Women Shoes,Women Shoes
聖靈之光,light of the holy spirit,遊戲王,Game Kingdom,Game Kingdom,
聽診器,stethoscope,居家生活,Health & Beauty,Home & Living,Health & Beauty
肉桂粉,cinnamon powder,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
胖胖箱,Fat box,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
腳底按摩,foot massage,家電影音,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
茶,Tea,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
萬用轉接頭,Universal adapter,戶外與運動用品,Sports & Outdoors,Home & Living,Home & Living
蒜頭,garlic,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
蝦皮24h,Shopee 24h,Platform Terms ( Shopee / Momo),Food & Beverages,Food & Beverages,
蝦皮運費,Shopee shipping fee,Platform Terms ( Shopee / Momo),,Home & Living,
讚岐烏龍麵,Sanuki udon,美食、伴手禮,Food & Beverages,Food & Beverages,
通水管,water pipe,居家生活,Home & Living,Home & Living,Home & Living
酪梨油,avocado oil,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
野外露出,exposed in the wild,其他類別,Women's Apparel,Women's Apparel,
雅聞,elegant news,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
電動窗簾,Electric curtains,居家生活,Home & Living,Home & Living,
電吉他,electric guitar,娛樂、收藏,Life & Entertainment,Life & Entertainment,
電源供應器,power supply,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
館長雞胸肉,Curator Chicken Breast,美食、伴手禮,Food & Beverages,Food & Beverages,
黑執事,black butler,書籍及文創商品,Life & Entertainment,Life & Entertainment,
小米手錶,Xiaomi watch,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
牙齒套,dental braces,居家生活,Home & Living,Home & Living,
極度乾燥外套,Extremely dry coat,男生衣著,Men's Apparel,Men's Apparel,Women's Apparel
青花椒,green peppercorns,美食、伴手禮,Food & Beverages,Food & Beverages,Home & Living
腳踏車店,bicycle shop,戶外與運動用品,,Sports & Outdoors,
nuit,nuit,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
蝦皮成交手續費,Shopee transaction fee,Platform Terms ( Shopee / Momo),,Life & Entertainment,
水桶包包,bucket bag,女生包包/精品,Women Bags,Women Bags,
冰壩杯,ice dam cup,居家生活,Home & Living,Home & Living,Home & Living
3060 ti,3060ti,3C與筆電,Hardware & 3C,Hardware & 3C,
金絲楠木,golden nanmu,娛樂、收藏,Life & Entertainment,Life & Entertainment,
上下舖床,bunk bed,居家生活,Home & Living,Home & Living,
法國麵包,French bread,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
久富餘口罩,Jiufuyu mask,居家生活,Home & Living,Home & Living,Home & Living
固力伸,solid stretch,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
samsung note 20,samsung note 20,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
保鮮袋,fresh-keeping bag,居家生活,Home & Living,Home & Living,Home & Living
ipad air,ipad air,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
yamaha機車,yamaha motorcycle,汽機車零件百貨,,Motors,
電子鎖推薦,Electronic lock recommendation,居家生活,Home & Living,,
萬用遙控器,Universal remote control,家電影音,Home Electronic,Home Electronic,Home Electronic
vaseline,vaseline,美妝保健,Health & Beauty,Health & Beauty,
萊潔口罩哪裡買,Where to buy Laijie masks,居家生活,,,
食用色素哪裡買,Where to buy food coloring,美食、伴手禮,Food & Beverages,Mom & Baby,Mom & Baby
虱目魚肚,milkfish belly,美食、伴手禮,Food & Beverages,Food & Beverages,
limi,limi,汽機車零件百貨,Motors,Motors,
apple watch保護貼,apple watch protector,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
canon r6,canon r6,3C與筆電,Hardware & 3C,Hardware & 3C,
128g 隨身碟,128g flash drive,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
ipad mini 6,ipad mini 6,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
ktr,ktr,汽機車零件百貨,Motors,Motors,
透視眼鏡,see-through glasses,女生配件,Sports & Outdoors,Sports & Outdoors,
洗衣台,Laundry table,居家生活,Home & Living,Home & Living,
apple watch,apple watch,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
富士按摩椅,Fuji massage chair,家電影音,Home Electronic,Home Electronic,
矽潤滑油,Silicone lubricant,其他類別,Everything Else,,
電動 腳踏車,electric bicycle,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
新生兒衣服,newborn clothes,嬰幼童與母親,Mother & Baby,Mother & Baby,Mother & Baby
二手 腳踏車,second hand bicycle,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
廚房 收納,kitchen storage,居家生活,Home & Living,Home & Living,
yyselina,yyselina,Others,Men's Apparel,,
mcq 鞋子,mcq shoes,男女鞋,Women Shoes,Women Shoes,
cbr250r,cbr250r,汽機車零件百貨,Motors,Motors,
sp2s,sp2s,Others,Food & Beverages,Food & Beverages,
加熱便當盒,Heated lunch box,居家生活,Home & Living,Home & Living,Home & Living
super wings,super wings,嬰幼童與母親,Mother & Baby,Mother & Baby,Life & Entertainment
allie 防曬,allie sunscreen,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
abc,abc,男女鞋,Food & Beverages,Mother & Baby,
拍賣,auction,Platform Terms ( Shopee / Momo),Home & Living,Women Bags,
清洗冷氣,Clean air conditioner,Others,Home & Living,Home & Living,
平安符,Peace Talisman,居家生活,Life & Entertainment,Life & Entertainment,Men's Bags& Accessories
a383,a383,家電影音,Motors,,
手電筒推薦,Flashlight recommendation,居家生活,Sports & Outdoors,Sports & Outdoors,
50,50,女生衣著,Health & Beauty,Life & Entertainment,
蘋果 醋,apple cider vinegar,美食、伴手禮,Food & Beverages,Food & Beverages,
牛肉 湯,beef soup,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
kangol官網,kangol official website,女生包包/精品,Women Accessories,Mother & Baby,
lr44 電池,lr44 battery,3C與筆電,Hardware & 3C,Hardware & 3C,
bobbi brown,bobbi brown,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
one bor,one bor,女生衣著,,Sports & Outdoors,
白蘭 氏,Blanche,美妝保健,Health,Health,Health
沙發 套,sofa cover,居家生活,Home & Living,,
小米 攝影機,Xiaomi camera,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
沙漠 玫瑰,desert rose,居家生活,Home & Living,Home & Living,Beauty
狼 殿下,wolf your highness,書籍及文創商品,Books & Magazines,Books & Magazines,Books & Magazines
保潔 墊,cleaning pad,居家生活,Home & Living,Home & Living,
蝦皮消消樂不能玩,Can’t play Shopee Xiaoxiaole,Platform Terms ( Shopee / Momo),,,
烤肉 架,barbecue grill,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
雲遊豪華房,Yunyou Deluxe Room,服務、票券,"Tickets, Vouchers & Services","Tickets, Vouchers & Services","Tickets, Vouchers & Services"
三洋 冷氣,Sanyo air conditioner,家電影音,,Home Electronic,
室內 拖鞋,indoor slippers,居家生活,Home & Living,Home & Living,
iphone 充電 線,iphone charging cable,手機平板與周邊,,Mobile & Gadgets,
籃球 鞋,basketball shoes,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
男生包包,boys bags,男生包包與配件,Men's Bags& Accessories,Men's Bags& Accessories,Men's Bags& Accessories
搬家紙箱,moving cartons,居家生活,Home & Living,Home & Living,Home & Living
sanuk,sanuk,男女鞋,Women Shoes,Women Shoes,Women Shoes
健康 便當,healthy bento,美食、伴手禮,Food & Beverages,Home & Living,
sappun,sappun,男女鞋,Women Shoes,Women Shoes,Women Shoes
拼 多多,Pinduoduo,服務、票券,"Tickets, Vouchers & Services",Food & Beverages,Food & Beverages
toshiba,toshiba,家電影音,Hardware & 3C,Hardware & 3C,
牧田 電鑽,Makita electric drill,居家生活,Home & Living,Home & Living,
vana candles,vana candles,居家生活,Home & Living,Home & Living,
保麗龍膠,Styrofoam,居家生活,Home & Living,Home & Living,Home & Living
年曆,almanac,居家生活,Life & Entertainment,Home & Living,
男生 鞋子,boys shoes,男女鞋,Men Shoes,Men Shoes,
like 125 價格,like 125 price,汽機車零件百貨,Automobiles,Motorcycles,Motorcycles
融燭燈,melting candle lantern,居家生活,Home & Living,Home & Living,Home & Living
監聽 耳機,Monitoring headphones,3C與筆電,Mobile & Gadgets,Hardware & 3C,
貝斯,Bass,娛樂、收藏,Life & Entertainment,Life & Entertainment,
one boy外套,one boy jacket,女生衣著,Men's Apparel,Women's Apparel,
qmomo,qmomo,女生衣著,Women's Apparel,Women's Apparel,
