Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d,sg_category
corretor de postura masculino,male posture corrector,Saúde,Health & Beauty,Health & Beauty,,
leite condensado preço,condensed milk price,Others,Men Clothes,Men Clothes,,
smart tv led 32,smart led tv 32,Eletroportáteis,Electronics,Electronics,,
calculadora com bobina,calculator with coil,Papelaria,Computing,Computing,,
berços,cribs,Mãe e Bebê,Babies,Babies,Home & Living,
pisca pisca de led,led blinker,Casa e Decoração,Home & Living,Home & Living,,
jogo de cama solteiro,single bedding set,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
colchão solteiro ortobom,orthopedic single mattress,Casa e Decoração,Home & Living,Home & Living,,
piscina 1500 litros,1500 liter pool,Casa e Decoração,Home & Living,Home & Living,,
split 9000 btus,split 9000 btus,Eletroportáteis,Home Appliance,,,
supertv,supertv,Eletroportáteis,Electronics,Electronics,,
chaise,chaise,Casa e Decoração,Home & Living,Home & Living,,
ninho redutor de berço,crib reducer nest,Mãe e Bebê,Babies,Babies,Babies,
bateria moura 60 amperes,Moura battery 60 amps,Automóveis,Vehicle Accessories,Vehicle Accessories,,
calça tatica,tactical pants,Roupas Masculinas,Men Clothes,Men Clothes,,
cameras de segurança wifi,wifi security cameras,Casa e Decoração,Home & Living,Home & Living,,
incensário,censer,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
torradeira,toaster,Eletroportáteis,Home & Living,Home Appliance,,
vara de pescar,fishing rod,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
aparelho de academia,gym equipment,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
alpargatas havaianas,hawaiian espadrilles,Roupas Femininas,Shoes,Shoes,Shoes,
mordedor bebe,baby teether,Moda Infantil,Babies,Babies,Babies,
sunga cavada,low cut swim trunks,Roupas Femininas,Men Clothes,Men Clothes,,
desodorante intimo racco,Racco intimate deodorant,Beleza,Health & Beauty,Health & Beauty,Health & Beauty,
pen drive personalizado,custom pen drive,Computadores e Acessórios,Computing,Computing,,
hilux 2016,hilux 2016,Others,Vehicle Accessories,Vehicle Accessories,,
iphone 8 256gb,iphone 8 256gb,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
tv 40 polegadas samsung,40 inch samsung tv,Eletroportáteis,Electronics,,,
lojas marisa,marisa stores,Others,Women Clothes,Health & Beauty,,
vw 19320,vw 19320,Others,,Vehicle Accessories,,
extensor usb,usb extender,Computadores e Acessórios,Computing,Computing,Computing,
kombi furgão,van,Others,Vehicle Accessories,Toys & Hobbies,,
calcinha box,boxer shorts,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
hidrômetro,hydrometer,Casa e Decoração,Home & Living,Home Appliance,,
bornal,bag,Esportes e Lazer,Sports & Fitness,Sports & Fitness,Sports & Fitness,
calota aro 15,"15"" rim hubcap",Automóveis,Vehicle Accessories,Vehicle Accessories,,
xiaomi 7,xiaomi 7,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
bikes,bikes,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
goggle,goggle,Others,Fashion Accessories,,,
xbox one s 2 controles,xbox one s 2 controls,Jogos e Consoles,Video Games,Video Games,,
erotic,erotic,Saúde,Health & Beauty,Health & Beauty,,
frigideira com tampa,frying pan with lid,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
velozes e furiosos 7,fast and furious 7,Brinquedos e Hobbies,Toys & Hobbies,,,
taça bico de jaca,jackfruit spout cup,Casa e Decoração,Home & Living,Home & Living,,
escova giratória,rotating brush,Beleza,Home & Living,Health & Beauty,,
autorama estrela,star slot car,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
samsung a20s 64gb,samsung a20s 64gb,Celulares e Dispositivos,Mobile & Accessories,,,
farinha de amendoas,almond flour,Others,Food & Beverage,Food & Beverage,Food & Beverage,
tv smart,smart tv,Eletroportáteis,Electronics,Electronics,Electronics,
tv xiaomi,xiaomi tv,Eletroportáteis,Electronics,Computing,,
mini serra circular,mini circular saw,Casa e Decoração,Home & Living,Home & Living,,
euphoria,euphoria,Beleza,Health & Beauty,Health & Beauty,Health & Beauty,
macacão jeans masculino,men's denim overalls,Roupas Masculinas,Men Clothes,Men Clothes,,
chuveiro elétrico,electric shower,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
papai noel inflavel,inflatable santa claus,Casa e Decoração,Home & Living,Home & Living,,
computador i3,i3 computer,Computadores e Acessórios,Computing,Computing,,
suporte para galão de água,water bottle holder,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
caneta swarovski,swarovski pen,Papelaria,Stationery,Stationery,,
cacau em pó preço,cocoa powder price,Others,Food & Beverage,,,
impressora epson l4160,epson l4160 printer,Computadores e Acessórios,Computing,Computing,,
lampada dicroica led,led dichroic lamp,Casa e Decoração,Home & Living,Home & Living,,
cadeira diretor,director's chair,Casa e Decoração,Home & Living,Home & Living,,
chocotone bauducco,Bauducco Chocolate Pancake,Others,Food & Beverage,Food & Beverage,,
valvula hydra,hydra valve,Casa e Decoração,Home & Living,Home & Living,,
tv led 43,led tv 43,Áudio,Electronics,Electronics,,
mesa didatica infantil,children's teaching table,Mãe e Bebê,Toys & Hobbies,Toys & Hobbies,,
lixeira de rua,street trash can,Casa e Decoração,Home & Living,Home & Living,,
mostrando os peitos,showing the breasts,Roupas Femininas,Women Clothes,Women Clothes,,
paquímetro,caliper,Others,Health & Beauty,Health & Beauty,Health & Beauty,
mi band 4 xiaomi,mi band 4 xiaomi,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
bermuda moletom masculina,men's sweat shorts,Roupas Masculinas,Men Clothes,Men Clothes,Men Clothes,Men's Wear
folha de zinco,zinc sheet,Others,Home & Living,,,
gu,gu,Saúde,Toys & Hobbies,,,
pulseiras,bracelets,Relógios,Jewelry & Watches,Jewelry & Watches,Jewelry & Watches,
central multimidia kronos,kronos multimedia center,Automóveis,,Vehicle Accessories,,
sacola kraft atacado,wholesale kraft bag,Papelaria,,Home & Living,,
separadora de lcd,lcd separator,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
fone de ouvido bluetooth xiaomi redmi airdots,xiaomi redmi airdots bluetooth headset,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
dodge challenger,dodge challenger,Others,Vehicle Accessories,Toys & Hobbies,,
calça tactel masculina,men's tactel pants,Roupas Masculinas,Men Clothes,Men Clothes,Men Clothes,Men's Wear
i3 8100,i3 8100,Computadores e Acessórios,Computing,Computing,,
paletes preço,pallets price,Others,Women Bags,Women Bags,Women Bags,Women's Bags
arco e flecha profissional,professional bow and arrow,Esportes e Lazer,Sports & Fitness,,,
flores artificiais atacado,artificial flowers wholesale,Casa e Decoração,Home & Living,Home & Living,,
volante vw,vw steering wheel,Automóveis,Vehicle Accessories,Vehicle Accessories,,
fibra de carbono,carbon fiber,Others,Vehicle Accessories,Vehicle Accessories,,
tv 50,tv 50,Eletroportáteis,Electronics,Electronics,,
conver,convert,Computadores e Acessórios,Shoes,,,
your name,your name,Livros e Revistas,Jewelry & Watches,Jewelry & Watches,Mobile & Accessories,
bateria controle xbox one,xbox one controller battery,Jogos e Consoles,Video Games,Video Games,Video Games,
lego creator,lego creator,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
quimono,kimono,Roupas Femininas,Women Clothes,Women Clothes,,
patins 4 rodas barato,cheap 4 wheel skates,Brinquedos e Hobbies,Sports & Fitness,Toys & Hobbies,,
jordan feminina,jordan women,Sapatos Femininos,Shoes,Shoes,,
parafusadeira a bateria,cordless screwdriver,Casa e Decoração,Home & Living,Home & Living,,
controle snes usb,snes usb controller,Jogos e Consoles,Video Games,Video Games,,
chapeu,hat,Acessórios de Moda,Fashion Accessories,Fashion Accessories,Fashion Accessories,Jewellery & Accessories
kirkland minoxidil,kirkland minoxidil,Saúde,Health & Beauty,Health & Beauty,Health & Beauty,
overboard barato,cheap overboard,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
kit alongamento de cilios,eyelash extension kit,Beleza,Health & Beauty,Health & Beauty,,
motoradio,motor radio,Áudio,Electronics,,,
azeite argentino,Argentine olive oil,Alimentos e Bebidas,Food & Beverage,Food & Beverage,,
fazer 250,make 250,Others,Vehicle Accessories,Vehicle Accessories,Vehicle Accessories,
fogao industrial,industrial stove,Eletroportáteis,Home & Living,Home Appliance,,
roupas,clothes,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
violão martin,Martin guitar,Áudio,Toys & Hobbies,,,
espetoflex,skewerflex,Casa e Decoração,Home & Living,,,
kit manicure,manicure kit,Beleza,Health & Beauty,Health & Beauty,Health & Beauty,
jeanne baret,jeanne baret,Others,Home & Living,Books & Magazines,Books & Magazines,
piscina 2400 litros,2400 liter pool,Esportes e Lazer,Sports & Fitness,Toys & Hobbies,,
caixa de som lg,lg speaker,Áudio,Electronics,Electronics,,
fogão elétrico 1 boca,1 burner electric stove,Eletroportáteis,Home Appliance,Home & Living,,
celular 32gb barato,cheap 32gb cell phone,Celulares e Dispositivos,Mobile & Accessories,,,
princesas,princesses,Brinquedos e Hobbies,Babies,Toys & Hobbies,Babies,
kit pinceis de maquiagem,makeup brush kit,Beleza,Health & Beauty,Health & Beauty,,
fralda huggies supreme care,huggies supreme care diaper,Mãe e Bebê,Babies,Babies,,
scanner kodak,kodak scanner,Computadores e Acessórios,Computing,Computing,,
climatizadores,air conditioners,Eletroportáteis,Home Appliance,Home Appliance,,
iphone 8 plus prata,iphone 8 plus silver,Celulares e Dispositivos,,Mobile & Accessories,,
iphone xr 128gb branco,iphone xr 128gb white,Celulares e Dispositivos,,Mobile & Accessories,,
ar condicionado janela 10000 btus,window air conditioner 10000 btus,Eletroportáteis,Home Appliance,,,
iphone 11 256gb,iphone 11 256gb,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
impressora multifuncional wifi,wifi multifunction printer,Computadores e Acessórios,Computing,,,
microondas electrolux 31 litros,electrolux microwave 31 liters,Eletroportáteis,Home Appliance,Home Appliance,,
notebook core i7,core i7 notebook,Computadores e Acessórios,Computing,Computing,,
fone de ouvido iphone,iphone headset,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,Electronics,
lancheira,lunch box,Moda Infantil,Home & Living,Home & Living,Home & Living,Home & Living
aspirador robô,robot vacuum cleaner,Eletroportáteis,Home Appliance,Home Appliance,,
air fryer 4 litros,air fryer 4 liters,Eletroportáteis,Home Appliance,Home Appliance,,
panelas antiaderente tramontina,Tramontina non-stick pans,Casa e Decoração,Home & Living,Home & Living,,
almofada pipoca,popcorn pillow,Casa e Decoração,Home & Living,Home & Living,,
telefone com fio,corded telephone,Celulares e Dispositivos,Mobile & Accessories,Video Games,,
microondas inox espelhado,mirrored stainless steel microwave,Eletroportáteis,Home & Living,Home & Living,,
party box 300,party box 300,Áudio,Electronics,Shoes,,
motorola moto g8 plus,motorola moto g8 plus,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
telefone celular barato,cheap cell phone,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
maquina de costura reta,straight stitch sewing machine,Casa e Decoração,Home Appliance,,,
mini cama infantil,mini children's bed,Mãe e Bebê,Home & Living,Toys & Hobbies,,
ypioca,ypioca,Alimentos e Bebidas,Food & Beverage,Food & Beverage,,
galaxy a20s,galaxy a20s,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
vitrine,showcase,Others,Home & Living,Home & Living,,
golf tsi,golf tsi,Others,Vehicle Accessories,Vehicle Accessories,,
caixa de isopor pequena,small styrofoam box,Casa e Decoração,Bags,Food & Beverage,,
i3 3220,i3 3220,Computadores e Acessórios,Computing,Computing,,
aparelho pioneer,pioneer device,Áudio,Vehicle Accessories,Vehicle Accessories,,
camisolas,sweaters,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
tapete 200x250,rug 200x250,Casa e Decoração,Home & Living,Home & Living,,
pneu 31x10.50r15,tire 31x10.50r15,Automóveis,,Sports & Fitness,,
motocar,motorcycle,Others,Vehicle Accessories,,,
carcaça notebook samsung,samsung notebook case,Computadores e Acessórios,Computing,Computing,,
depurador de ar slim,slim air purifier,Eletroportáteis,Home Appliance,Home & Living,,
citronela,citronella,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
moto g6 plus 32gb,moto g6 plus 32gb,Celulares e Dispositivos,Mobile & Accessories,,,
cocker,cocker,Animais Domésticos,Toys & Hobbies,Home & Living,,
mulheres se exibindo,women showing off,Others,,,,
pijamas femininos inverno,women's winter pajamas,Roupas Femininas,Women Clothes,Women Clothes,,
maquina de bolinha,ball machine,Others,Home & Living,Toys & Hobbies,,
radio automotivo bluetooth,bluetooth car radio,Automóveis,Vehicle Accessories,Vehicle Accessories,Vehicle Accessories,
telha de policarbonato,polycarbonate tile,Casa e Decoração,,Home & Living,,
suggar,sugar,Eletroportáteis,Home Appliance,Home Appliance,Home & Living,
smartphone samsung a30,samsung a30 smartphone,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
samsung galaxy s10 plus,samsung galaxy s10 plus,Celulares e Dispositivos,Mobile & Accessories,,,
pampers rn,pampers rn,Mãe e Bebê,Babies,Babies,Babies,
capa de sofá 2 e 3 lugares,2 and 3 seater sofa cover,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
maleta de maquiagem ruby rose,ruby rose makeup case,Beleza,Health & Beauty,Health & Beauty,,
piercing no umbigo,belly button piercing,Acessórios de Moda,Jewelry & Watches,Jewelry & Watches,,
maleta maquiagem infantil,children's makeup case,Beleza,Health & Beauty,Health & Beauty,,
almofada para cadeira,chair cushion,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
citizen eco drive,citizen eco drive,Relógios,Jewelry & Watches,Jewelry & Watches,,
quadro mosaico,mosaic picture,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
churrasqueira elétrica cadence,cadence electric grill,Eletroportáteis,Home Appliance,Home & Living,,
filme ponor,ponor movie,Others,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections,Hobbies & Books
jogo de mesa com 4 cadeiras plastico,table set with 4 plastic chairs,Casa e Decoração,Home & Living,,,
máscara cirúrgica descartável,disposable surgical mask,Saúde,Health & Beauty,Health & Beauty,Health & Beauty,
nicho mdf,mdf niche,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
tinta acrilica para tela,acrylic paint for canvas,Papelaria,Home & Living,Home & Living,,
receptor de tv via internet,internet tv receiver,Áudio,Electronics,,,
mascara de proteção,protective mask,Saúde,Health & Beauty,Health & Beauty,Health & Beauty,
tagima t635,tagima t635,Others,Toys & Hobbies,,,
trava elétrica,electric lock,Automóveis,Vehicle Accessories,Vehicle Accessories,Vehicle Accessories,
taramps ts400,taramps ts400,Automóveis,Vehicle Accessories,,,
hd externo 1 tb,external hd 1 tb,Computadores e Acessórios,Computing,Computing,,
play station 2,play station 2,Jogos e Consoles,Video Games,Video Games,,
pastilha de freio bike,bike brake pad,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
split inverter,split inverter,Eletroportáteis,Home Appliance,,,
jogo pratos,set of plates,Casa e Decoração,Home & Living,Home & Living,,
tapete grande,big rug,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
motorola moto g8 plus lojas,motorola moto g8 plus stores,Celulares e Dispositivos,,,,
truo,TRUE,Others,,Home & Living,,
fogão de quatro bocas,four-burner stove,Casa e Decoração,,Home Appliance,,
marmita de vidro,glass lunch box,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
xiaomi redmi note 9 lojas,xiaomi redmi note 9 stores,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
btv express,btv express,Áudio,Electronics,,,
mulher mijando,woman peeing,Others,Vehicle Accessories,,,
toyota corolla 2010,toyota corolla 2010,Others,Vehicle Accessories,Vehicle Accessories,,
capacete valentino rossi,valentino rossi helmet,Motocicletas,Vehicle Accessories,Vehicle Accessories,,
titan 160 2020,titan 160 2020,Others,Vehicle Accessories,Vehicle Accessories,,
dispenser,dispenser,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
notebook essentials e30 intel core i3 4gb 1tb led full hd 15.6'' w10 cinza titânio - samsung,notebook essentials e30 intel core i3 4gb 1tb led full hd 15.6'' w10 titanium gray - samsung,Computadores e Acessórios,,Computing,,
thor ragnarok,thor ragnarok,Others,Toys & Hobbies,Toys & Hobbies,,
tv 50 polegadas lg,50 inch lg tv,Áudio,Electronics,,,
parabolt,parabolt,Casa e Decoração,Sports & Fitness,Home & Living,,
armario com chave,lockable cabinet,Casa e Decoração,Home & Living,,,
mini jump,mini jump,Esportes e Lazer,Health & Beauty,Health & Beauty,,
divisórias,partitions,Casa e Decoração,Home & Living,Home & Living,,
onix 2013,onyx 2013,Others,Vehicle Accessories,,,
torneira para tanque,tank tap,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
porsche panamera,porsche panamera,Others,Vehicle Accessories,Toys & Hobbies,,
bmw r 1200 gs,bmw r 1200 gs,Others,Vehicle Accessories,Vehicle Accessories,,
hilux 2011,hilux 2011,Others,Vehicle Accessories,,,
golf 2017,golf 2017,Others,Vehicle Accessories,Vehicle Accessories,,
celta 2008 4 portas,celta 2008 4 doors,Others,Automobiles,Mobile & Gadgets,Mobile & Gadgets,
boneca annabelle,Annabelle doll,Brinquedos e Hobbies,Home & Living,Women Clothes,,
pergolado de madeira,wooden pergola,Casa e Decoração,,Home & Living,,
mt-09,mt-09,Others,Vehicle Accessories,Vehicle Accessories,,
por debaixo da saia,under the skirt,Others,Women Clothes,Women Clothes,,
asta,asta,Others,Men Clothes,Men Clothes,,
telhas galvanizadas usadas,used galvanized tiles,Others,Home & Living,Home & Living,Home & Living,Home & Living
hinos avulsos ccb,individual hymns ccb,Others,,Computing,,
headset rosa,pink headset,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
golf gti 2019,golf gti 2019,Others,Vehicle Accessories,,,
oração da noite,night prayer,Livros e Revistas,Books & Magazines,Books & Magazines,,
garoto esperto,smart boy,Others,,,,
horimiya,horimiya,Others,Women Clothes,Toys & Hobbies,,
ze552kl,ze552kl,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
batéia para garimpo,pan for mining,Esportes e Lazer,Sports & Fitness,,,
bravecto gatos,bravecto cats,Animais Domésticos,Pets,,,
promoção geladeira,refrigerator promotion,Eletroportáteis,,Home & Living,,
cadeira ortopédica,orthopedic chair,Casa e Decoração,Home & Living,,,
notebook samsung barato,cheap samsung notebook,Computadores e Acessórios,Mobile & Accessories,,,
biquíni com shortinho,bikini with shorts,Roupas Femininas,Women Clothes,Women Clothes,,
mini chandon,mini chandon,Alimentos e Bebidas,Home & Living,Toys & Hobbies,,
blazers feminino,women's blazers,Roupas Femininas,Women Clothes,Women Clothes,,
nike air max,nike air max,Sapatos Masculinos,Shoes,Shoes,Shoes,
anel de sapinho,frog ring,Relógios,Toys & Hobbies,,,
fichário pequeno,small binder,Papelaria,Stationery,Stationery,,
bola vip,VIP ball,Acessórios de Moda,Pets,Sports & Outdoors,Sports & Outdoors,
pijamas familia,family pajamas,Roupas Femininas,Women Clothes,Women Clothes,,
bancos de bicicleta,bicycle seats,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
tanque de lavar roupa de cimento,cement washing tank,Casa e Decoração,Home & Living,,,
camas de solteiro box,single box beds,Casa e Decoração,Home & Living,,,
mangá naruto,naruto manga,Livros e Revistas,Books & Magazines,Books & Magazines,Books & Magazines,
caminhonetes antigas,old trucks,Others,Toys & Hobbies,Toys & Hobbies,,
pulseiras de miçangas,beaded bracelets,Relógios,Jewelry & Watches,Jewelry & Watches,,
caixinha de música,music box,Áudio,Toys & Hobbies,Home & Living,,
gabinete acrilico,acrylic cabinet,Computadores e Acessórios,Computing,,,
ovo masturbador,masturbator egg,Saúde,Health & Beauty,Health & Beauty,Health & Beauty,
organizador de joias,jewelry organizer,Casa e Decoração,Home & Living,Home & Living,Jewelry & Watches,
impressoras toner,toner printers,Computadores e Acessórios,Computing,,,
relogio iwo,iwo watch,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
gabinetes atx,atx cabinets,Computadores e Acessórios,Computing,,,
bmx aro 20,bmx 20 inch rim,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
cadeira de palha,straw chair,Casa e Decoração,Home & Living,,,
pug,pug,Others,Home & Living,Home & Living,Vehicle Accessories,
globbles,globbles,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,Home & Living,
placa mae am3,am3 motherboard,Computadores e Acessórios,Computing,Computing,,
pantufa adulto,adult slipper,Sapatos Femininos,Shoes,Shoes,Shoes,
calças country feminina,women's country pants,Roupas Femininas,Women Clothes,Women Clothes,,
pe de mesa,table foot,Casa e Decoração,Home & Living,Home & Living,,
porta vinho,wine rack,Casa e Decoração,Home & Living,Home & Living,,
forno a lenha portatil,portable wood oven,Casa e Decoração,,Home & Living,,
moletom bts feminino,bts women's sweatshirt,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
sacos de papel personalizados,custom paper bags,Papelaria,,Home & Living,,
andaime de ferro,iron scaffolding,Others,Home & Living,,,
pinceis de maquiagem,makeup brushes,Beleza,Health & Beauty,Health & Beauty,Health & Beauty,
trono de vidro box,glass throne box,Livros e Revistas,,Books & Magazines,,
microfones com fio,wired microphones,Áudio,Mobile & Accessories,Electronics,,
quantos ml tem um copo americano,How many ml does an American cup have?,Others,Home & Living,Home & Living,Home & Living,Home & Living
manta solteiro,single blanket,Casa e Decoração,Home & Living,Home & Living,Babies,
banquetas para penteadeira,dressing table stools,Casa e Decoração,Home & Living,Home & Living,,
naruto boneco,naruto doll,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,Toys & Hobbies,
portier,portier,Beleza,Health & Beauty,Health & Beauty,Health & Beauty,
prancha alisadora,straightening iron,Beleza,Health & Beauty,Health & Beauty,,
prancha de cabelo,hair straightener,Beleza,Health & Beauty,Health & Beauty,Health & Beauty,
mi band 5 global,mi band 5 global,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
balao de numero,number balloon,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
coisas de bebe,baby stuff,Mãe e Bebê,Babies,Babies,,
camas com escorregador,beds with slides,Casa e Decoração,,Pets,,
ayer fire,yesterday fire,Eletroportáteis,,Home Appliance,,
protetor solar com base,sunscreen with base,Beleza,Health & Beauty,Health & Beauty,Health & Beauty,
roupas now united,now united clothes,Moda Infantil,Women Clothes,Women Clothes,,
notebook 500gb,notebook 500gb,Computadores e Acessórios,Computing,,,
protetor solar loreal,loreal sunscreen,Beleza,Health & Beauty,Health & Beauty,,
fada madrinha reborn,fairy godmother reborn,Brinquedos e Hobbies,Toys & Hobbies,,,
guarda roupa e comoda de bebe,baby wardrobe and dresser,Casa e Decoração,,Home & Living,,
pendrive sandisk,sandisk pendrive,Computadores e Acessórios,Computing,Computing,Computing,
tapete de atividades infantil,children's activity mat,Mãe e Bebê,Toys & Hobbies,Toys & Hobbies,,
jogo de lençol casal algodão,cotton double bed sheet set,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
real doll,real doll,Saúde,Toys & Hobbies,Health & Beauty,,
carretilha maruri,maruri reel,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
cadeira tela mesh,mesh chair,Casa e Decoração,,Home & Living,,
jogo de taças de vinho,wine glass set,Casa e Decoração,Home & Living,,,
monitor 1920x1080,1920x1080 monitor,Computadores e Acessórios,Computing,Vehicle Accessories,,
flip 4,flip 4,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
drone de brinquedo,toy drone,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
violão 3/4,3/4 guitar,Alimentos e Bebidas,Toys & Hobbies,Electronics,,
notebook acer aspire 3,acer aspire 3 laptop,Computadores e Acessórios,Computing,Computing,,
kit de canetas,pen kit,Papelaria,Stationery,Stationery,,
carrinho e bebê conforto,stroller and baby seat,Mãe e Bebê,Babies,,,
corrente prata 925,925 silver chain,Relógios,Jewelry & Watches,Jewelry & Watches,Jewelry & Watches,
boneca bebezão,big baby doll,Mãe e Bebê,Toys & Hobbies,Toys & Hobbies,,
copo do liquidificador mondial,mondial blender cup,Casa e Decoração,Home Appliance,Home Appliance,,
cherry blossoms after winter,cherry blossoms after winter,Others,Toys & Hobbies,Toys & Hobbies,,
secador de cabelo taiff 2000w,taiff 2000w hair dryer,Beleza,Health & Beauty,,,
azul 3,blue 3,Others,Sports & Outdoors,Home & Living,Home & Living,
ducky one 2 mini,ducky one 2 mini,Computadores e Acessórios,Computing,,,
cachecol masculina,men's scarf,Acessórios de Moda,Fashion Accessories,,,
sexy angel,sexy angel,Beleza,Women Clothes,,,
broche personalizado,custom brooch,Acessórios de Moda,Jewelry & Watches,Stationery,Jewelry & Watches,
meias lupo,lupo socks,Roupas Femininas,Men Clothes,Women Clothes,,
alto falante 3 polegadas,3 inch speaker,Áudio,Electronics,Electronics,,
modulo de som automotivo,car sound module,Áudio,Vehicle Accessories,Vehicle Accessories,,
bíblia para criançinhas,bible for little children,Livros e Revistas,Books & Magazines,Books & Magazines,Books & Magazines,
tenis all star infantil,all star kids sneakers,Moda Infantil,Babies,Babies,,
suporte para banheira de bebê,baby bath support,Mãe e Bebê,Babies,Babies,,
monitor curvo samsung,samsung curved monitor,Computadores e Acessórios,,Mobile & Accessories,,
samsung a12,samsung a12,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
racao urinary gato,cat urinary food,Animais Domésticos,Pets,Pets,,
caixa d'água 250 litros,250 liter water tank,Casa e Decoração,Home & Living,Home & Living,,
óleo rosa mosqueta puro,pure rosehip oil,Beleza,Health & Beauty,Health & Beauty,Health & Beauty,
short alfaiataria,tailored shorts,Roupas Femininas,Women Clothes,Women Clothes,,
vectra cd,vectra cd,Others,Vehicle Accessories,,,
cronus zen,cronus zen,Jogos e Consoles,Vehicle Accessories,Video Games,,
samsung a22,samsung a22,Celulares e Dispositivos,Mobile & Accessories,,,
desentupidora de pia,sink unclogging,Casa e Decoração,Home & Living,Home & Living,,
manjiro sano,healthy manjiro,Livros e Revistas,,Men Clothes,,
sobretudo masculino preto,black men's overcoat,Roupas Masculinas,Men Clothes,Men Clothes,,
dear benjamin,dear benjamin,Others,Home & Living,,,
jogger masculina,men's jogger,Roupas Masculinas,Men Clothes,Men Clothes,Men Clothes,Men's Wear
casaco de frio,winter coat,Roupas Femininas,Men Clothes,Men Clothes,,
cadeira gamer em promoção,gaming chair on sale,Casa e Decoração,Jewelry & Watches,Shoes,,
dia dos pais,Father's Day,Others,Home & Living,Health & Beauty,,
fio 2.5mm 100 metros,2.5mm wire 100 meters,Casa e Decoração,Home & Living,,,
metadinha de melhores amigas,half of best friends,Casa e Decoração,,Jewelry & Watches,,
redmi note 9 pro max,redmi note 9 pro max,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
placa de video gtx 1650,gtx 1650 video card,Computadores e Acessórios,Computing,Computing,,
espaco invisível,invisible space,Livros e Revistas,,,,
caçambas de entulho,rubble dumpsters,Others,Toys & Hobbies,Toys & Hobbies,,
auto clave,autoclave,Eletroportáteis,Health & Beauty,Health & Beauty,,
termômetro digital testa,digital forehead thermometer,Saúde,Health & Beauty,Health & Beauty,,
madeira de pinus,pine wood,Casa e Decoração,Home & Living,Home & Living,,
york shire,yorkshire,Others,Home & Living,Pets,,
