Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d,sg_category
mueble para encimera,countertop furniture,Hogar y Vida,,,,
pendrive 32gb,32gb pendrive,Computación,Computing,Computing,,
disfraz de dinosaurio,dinosaur costume,Juguetes y Hobbies,Toys & Hobbies,Baby & Kids Fashion,,
horno electrico,electric oven,Electrodomésticos,Home Appliance,Home & Living,,
transpaleta manual,hand pallet truck,Hogar y Vida,Stationery,Stationery,Stationery,
alfombras,carpets,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
piso vinilico,vinyl flooring,Hogar y Vida,,Home & Living,,
lavadora,washing machine,Electrodomésticos,,Home & Living,,
samsung a52,samsung a52,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
abrigos hombre,men's coats,Ropa de Hombre,Men Clothes,Toys & Hobbies,,
almohadas,pillows,Hogar y Vida,Home & Living,Home & Living,,
carters,Carters,Madre y Bebé,Vehicle Accessories,,,
berger,berger,Hogar y Vida,Toys & Hobbies,,,
cortinas roller sodimac,sodimac roller blinds,Hogar y Vida,,,,
calefont tiro forzado,forced draft water heater,Electrodomésticos,Cameras & Drones,Cameras & Drones,Cameras & Drones,
cyber day 2022,cyber day 2022,Others,,,,
bateria de cocina,kitchenware,Hogar y Vida,Home & Living,Home & Living,,
sodimac piso flotante,sodimac floating floor,Others,,,,
ukelele,ukulele,Juguetes y Hobbies,Toys & Hobbies,Toys & Hobbies,,
galaxy s22,galaxy s22,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
perfume halloween mujer,halloween perfume for women,Belleza,Home & Living,,,
planchas de zinc sodimac precios,zinc plates sodimac prices,Others,,,,
taladros sodimac,sodimac drills,Others,,,,
galaxy buds 2,galaxy buds 2,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
puerta sodimac,sodimac door,Others,,,,
recuperar boleta con rut,Recover ticket with RUT,Others,,,,
silla comedor,dining chair,Hogar y Vida,Home & Living,,,
horno electrico ursus trotter,ursus trotter electric oven,Electrodomésticos,,,,
muebles cocina,kitchen furniture,Hogar y Vida,Home & Living,Toys & Hobbies,,
zapatos outdoor hombre,men's outdoor shoes,Calzado de Hombre,Men Shoes,,,
decoracion,decoration,Hogar y Vida,,Home & Living,,
cubiertas de cocina,kitchen covers,Hogar y Vida,Home & Living,Beauty,Beauty,
ampolletas sodimac,sodimac ampoules,Others,,,,
microondas somela,microwave somela,Electrodomésticos,Home & Living,Home & Living,Home & Living,Home & Living
dr martens jadon max,dr martens jadon max,Calzado de Mujer,Mobile & Gadgets,Sports & Outdoors,Sports & Outdoors,
ropa de nieve,snow clothes,Ropa de Hombre,Women Clothes,,,
huevo en polvo,powdered egg,Salud,Beauty,Home & Living,Home & Living,
tazas de cafe,cups of coffee,Hogar y Vida,Home & Living,Home & Living,,
antifaz para dormir,sleeping mask,Hogar y Vida,Health,Mobile & Gadgets,,
cortaviento impermeable mujer,women's waterproof windbreaker,Ropa de Mujer,Sports & Outdoors,Women Clothes,Men Clothes,
arriendo,rent,Hogar y Vida,Books & Magazines,Pets,Pets,
aire acondicionado 12000 btu,air conditioning 12000 btu,Electrodomésticos,Home Appliances,Home Appliances,Home Appliances,Home Appliances
frazadas 1 plaza,1 square blankets,Hogar y Vida,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
huawei p30 pro,huawei p30 pro,Celulares y Gadgets,,Mobile & Gadgets,,
pañales ecologicos,ecological diapers,Madre y Bebé,Mom & Baby,,,
por mayor,wholesale,Others,Mobile & Gadgets,Mobile & Gadgets,,
estufa a leña bosca,bosca wood stove,Electrodomésticos,,,,
sierra de banco einhell,einhell table saw,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
guante arquero,goalkeeper glove,Deportes y Fitness,Sports & Fitness,,,
taburetes chile,Chilean stools,Hogar y Vida,,,,
feria de las pulgas villarrica,Villarrica flea fair,Hogar y Vida,,,,
moneda de 2000 pesos chilenos,2000 Chilean pesos coin,Juguetes y Hobbies,Home & Living,Hobbies & Collections,Home & Living,
escudo capitan america,captain america shield,Juguetes y Hobbies,Mobile & Gadgets,,,
iphone 6 plus,iphone 6 plus,Celulares y Gadgets,Mobile & Gadgets,,,
zapatos blancos mujer,white shoes women,Calzado de Mujer,Men Shoes,Sports & Fitness,,
miniaturas lancome,lancome miniatures,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
tobilleras,anklets,Deportes y Fitness,Jewelry & Watches,Sports & Fitness,Home & Living,
pagar cmr,pay cmr,Others,,,,
cerestain,Cerestain,Hogar y Vida,,,,
melamina blanca,white melamine,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
bicicleta aro 26,26 inch bike,Deportes y Fitness,Sports & Fitness,,,
oferta zapatillas,offer sneakers,Calzado de Mujer,Men Shoes,Men Shoes,Men Shoes,
juego de dados sodimac,sodimac dice game,Others,,,,
homy escritorios,homy desks,Hogar y Vida,,,,
cobertor sherpa,sherpa blanket,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
range rover,range rover,Accesorios para Vehículos,Vehicle Accessories,Vehicle Accessories,,
tensiometro,tensiometer,Salud,Sports & Fitness,-,,
perros de raza pequeña,small breed dogs,Mascotas,Pets,Hobbies & Collections,Hobbies & Collections,
monas chinas,Chinese monkeys,Accesorios de Moda,Men Clothes,Motorcycles,Motorcycles,
cepillo anti frizz,anti frizz brush,Belleza,Home Appliance,,,
vegeta,Vegeta,Juguetes y Hobbies,Toys & Hobbies,Toys & Hobbies,,
horno de pizza,pizza oven,Electrodomésticos,Home Appliances,Home Appliances,Home Appliances,Home Appliances
collar de perlas hombre,men's pearl necklace,Accesorios de Moda,Jewelry & Watches,Jewelry & Watches,,
mochila con ruedas niña,girl's wheeled backpack,Bolsas de Mujer,Baby & Kids Fashion,Baby & Kids Fashion,Women Bags,
separadores de ceramica,ceramic separators,Hogar y Vida,Home & Living,Home & Living,,
fit formula adulto,fit formula adult,Mascotas,,,,
lounge,lounge,Accesorios de Moda,Women Clothes,,,
base de cama,bed base,Hogar y Vida,Home & Living,,,
zapatillas de futbol hombre,men's soccer shoes,Deportes y Fitness,Men Shoes,Sports & Fitness,,
taca taca sodimac,taca taca sodimac,Others,,,,
cartera guess,guess wallet,Bolsas de Mujer,Women Bags,-,,
air pods,air pods,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
chocolates varsovienne,Warsaw chocolates,Alimentos y Bebidas,,,,
telefonos xiaomi,xiaomi phones,Celulares y Gadgets,Mobile & Gadgets,,,
batidora kitchenaid chile,kitchenaid mixer chile,Electrodomésticos,,,,
calendario,calendar,Papelería,Jewelry & Watches,,,
casacas,jackets,Ropa de Hombre,Baby & Kids Fashion,,,
motorola g20 precio,motorola g20 price,Celulares y Gadgets,,,,
samsung j7,samsung j7,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
filodendro,philodendron,Hogar y Vida,,Home & Living,,
cama baul 1 plaza,1-seater trunk bed,Hogar y Vida,,,,
pantalon mtb,mtb pants,Deportes y Fitness,Sports & Fitness,,,
arriendo año corrido coquimbo,year round rent coquimbo,Hogar y Vida,,,,
impresora epson l3110,Epson L3110 printer,Computación,Computing,,,
piscinas de fibra de vidrio usadas baratas,cheap used fiberglass pools,Hogar y Vida,,,,
mosquetones,carabiners,Deportes y Fitness,,Mobile & Gadgets,,
barniz poliuretano,polyurethane varnish,Hogar y Vida,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
pou emo,pou emo,Juguetes y Hobbies,Hobbies & Collections,Mom & Baby,Women Clothes,
ventilador para notebook,notebook fan,Computación,Computing,Computing,,
escurridor de platos acero inoxidable,stainless steel dish drainer,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
caleidoscopio,kaleidoscope,Juguetes y Hobbies,Toys & Hobbies,,,
portones electricos,electric gates,Hogar y Vida,Vehicle Accessories,Vehicle Accessories,,
pantallas para autos,car screens,Accesorios para Vehículos,Vehicle Accessories,Vehicle Accessories,,
cancion de hielo y fuego,song of ice and fire,Libros y Revistas,Jewelry & Watches,Jewelry & Watches,,
llaves allen,allen keys,Hogar y Vida,Home & Living,Home & Living,,
camiseta u de chile 2023,chile 2023 jersey,Ropa de Hombre,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
mochila niñas,girls backpack,Madre y Bebé,Women Bags,Men Bags,,
quita nieve,snow plow,Hogar y Vida,Women Shoes,Home & Living,Home & Living,
silla escritorio ergonomica,ergonomic desk chair,Hogar y Vida,Home & Living,,,
camarotes 1 plaza,1-person cabins,Hogar y Vida,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
xiaomi 12t pro,xiaomi 12t pro,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
ariana grande perfumes,ariana grande perfume,Belleza,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections,Hobbies & Books
láminas para termolaminar,thermolaminating sheets,Papelería,Stationery,Stationery,Stationery,
body manga larga,long sleeve bodysuit,Madre y Bebé,,Women Clothes,,
sutil medicamento,subtle medicine,Hogar y Vida,,,,
cama antiestres perros,anti-stress bed for dogs,Mascotas,Pets,Pets,Pets,
lovely twice,lovely twice,Juguetes y Hobbies,Mobile & Gadgets,Men Clothes,Men Clothes,
cascabeles,Jingle Bells,Hogar y Vida,Toys & Hobbies,Home & Living,,
mancuerna 5kg,5kg dumbbell,Hogar y Vida,Sports & Fitness,,,
cubre piso auto,car floor cover,Accesorios para Vehículos,Vehicle Accessories,Vehicle Accessories,,
countryball chile,countryball chile,Others,Men Clothes,Men Clothes,Men Clothes,Men's Wear
galletas tio nino,uncle nino cookies,Belleza,,,,
consola,console,Hogar y Vida,,Video Games,,
samsung a73 precio,samsung a73 price,Others,,,,
tetera enlozada,enamelled teapot,Hogar y Vida,,Home & Living,,
neumaticos 175/70 r14,175/70 r14 tires,Accesorios para Vehículos,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections,Hobbies & Books
mando nintendo switch,Nintendo Switch Controller,Videojuegos,Video Games,Video Games,,
trampolin,trampoline,Deportes y Fitness,Sports & Fitness,Sports & Fitness,,
sillon individual,single armchair,Hogar y Vida,Mom & Baby,Mom & Baby,Hobbies & Collections,
polerones peludos,furry sweatshirts,Ropa de Mujer,Men Clothes,Men Clothes,Men Clothes,Men's Wear
vasos plumavit,Styrofoam glasses,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
alfabeto lore,alphabet lore,Juguetes y Hobbies,,Mom & Baby,Hobbies & Collections,
ventana para baños,bathroom window,Hogar y Vida,,,,
traje de huaso,huaso costume,Ropa de Hombre,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections,Hobbies & Books
takis verdes,green takis,Alimentos y Bebidas,Mobile & Gadgets,Baby & Kids Fashion,Baby & Kids Fashion,
amway,amway,Belleza,Home Appliance,,,
infinix note 30 pro,infinix note 30 pro,Celulares y Gadgets,Mobile & Gadgets,Sports & Outdoors,Sports & Outdoors,
asientos,seating,Hogar y Vida,Sports & Fitness,,,
mochila copec,copec backpack,Bolsas de Mujer,Men Bags,Women Bags,Sports & Outdoors,
yeezy slide,yeezy slide,Calzado de Mujer,Men Shoes,,,
malla para gatos,cat mesh,Mascotas,Pets,,,
cera ve,wax see,Belleza,Home & Living,Home & Living,Home & Living,Home & Living
american bully bebe,American bully baby,Mascotas,,,,
gelasimi,jellyfish,Hogar y Vida,,,,
loop earplugs,loop earplugs,Hogar y Vida,Jewelry & Watches,,,
de remate,of auction,Hogar y Vida,,,,
puma one piece,puma one piece,Juguetes y Hobbies,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
chamoy,chamoy,Hogar y Vida,Mom & Baby,Mom & Baby,Mom & Baby,"Toys, Kids & Babies"
nikon d5600,Nikon D5600,Electrónica,Cameras & Drones,Cameras & Drones,Cameras & Drones,
velform epilwiz,velform epilwiz,Hogar y Vida,,,,
brazo para monitor,monitor arm,Computación,Electronics,,,
dinosaurio zaza,dinosaur zaza,Juguetes y Hobbies,Mom & Baby,Mom & Baby,Mom & Baby,"Toys, Kids & Babies"
cama perro xl,XL dog bed,Mascotas,Pets,Pets,,
ercado libre,free market,Platform Terms (Mercado/Shopee),,,,Platform Terms (Lazada / Shopee)
tab s6 lite,tab s6 lite,Celulares y Gadgets,Computing,Mobile & Gadgets,,
control xbox series,xbox series controller,Videojuegos,Video Games,-,,
yes hot sirve para el ano,yes hot works for the anus,Belleza,,,,
afilador de cadena motosierra,chainsaw chain sharpener,Hogar y Vida,Home & Living,Home & Living,,
pou peluche,stuffed pou,Juguetes y Hobbies,Mom & Baby,Mom & Baby,Pets,
cámara man,manual camera,Juguetes y Hobbies,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections,Hobbies & Books
piscina para perros,dog pool,Mascotas,Pets,,,
luces de navidad,Christmas lights,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
juguetes para niñas,toys for girls,Madre y Bebé,Toys & Hobbies,Toys & Hobbies,Toys & Hobbies,
deshumidificador,dehumidifier,Electrodomésticos,Home & Living,,,
heartstopper,heartstopper,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
termos para comida,food thermos,Hogar y Vida,Home & Living,Home & Living,,
termo electrico,electric thermos,Electrodomésticos,,Vehicle Accessories,,
bulldog frances,French bulldog,Mascotas,Pets,Home & Living,,
pistola traumatica,trauma gun,Deportes y Fitness,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
pastelones de cemento,cement cakes,Hogar y Vida,,,,
trek marlin 5,trek marlin 5,Deportes y Fitness,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
cepillo de banco,bench brush,Hogar y Vida,Home & Living,,,
pendrive 1tb,1TB pendrive,Computación,Computing,Computing,Computing,
sillas plasticas,plastic chairs,Hogar y Vida,Toys & Hobbies,,,
repisas flotantes,floating shelves,Hogar y Vida,Home & Living,Home & Living,,
jaula para hamster,hamster cage,Mascotas,Pets,Pets,,
bombin bicicleta,bicycle pump,Deportes y Fitness,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
parkas hombre,men's parkas,Ropa de Hombre,Men Clothes,Men Clothes,Men Clothes,Men's Wear
venta de perros de raza pequeña,sale of small breed dogs,Mascotas,,,,
golden retriever precio,golden retriever price,Mascotas,,,,
maceteros,flower pots,Hogar y Vida,Home & Living,Home & Living,,
alzador,booster seat,Madre y Bebé,Home & Living,Home & Living,Home & Living,Home & Living
aspiradora industrial,industrial vacuum cleaner,Electrodomésticos,Home Appliance,Home Appliance,,
torno mecanico,mechanical lathe,Hogar y Vida,Home & Living,Home & Living,Hobbies & Collections,
lun.cl,mon.cl,Others,,,,
cinturon gucci,gucci belt,Accesorios de Moda,Fashion Accessories,Fashion Accessories,,
colchoneta,pad,Deportes y Fitness,Home & Living,Jewelry & Watches,,
mando ps4 original,original ps4 controller,Videojuegos,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles,
pelotas de tenis,tennis balls,Deportes y Fitness,Sports & Fitness,Sports & Fitness,,
plumones sharpie,sharpie markers,Papelería,Stationery,,,
carcasa samsung a32,samsung a32 case,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
camara instantanea polaroid,polaroid instant camera,Electrónica,Cameras & Drones,Cameras & Drones,,
bolsas de papel kraft,kraft paper bags,Papelería,Home & Living,Home & Living,Home & Living,Home & Living
mueble esquinero,corner cabinet,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
gorros john deere,john deere caps,Accesorios de Moda,Fashion Accessories,Fashion Accessories,Men Clothes,
buzo nike hombre,nike men's diver,Ropa de Hombre,Men Clothes,Men Clothes,Men Clothes,Men's Wear
telefonos fijos,landline phones,Celulares y Gadgets,Mom & Baby,,,
mochila de viaje,travel backpack,Viajes y Equipaje,Women Bags,Women Bags,,
calculadora científica casio,casio scientific calculator,Papelería,Stationery,Stationery,Stationery,
delantal blanco,white apron,Ropa de Hombre,Home & Living,,,
termo sifon,thermo siphon,Hogar y Vida,Home & Living,Home & Living,Home Appliances,
geomembrana,geomembrane,Hogar y Vida,Toys & Hobbies,Toys & Hobbies,,
cortina roller black out,blackout roller blind,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
carro feria,fairground car,Hogar y Vida,Automobiles,Automobiles,Automobiles,Automotive
comedor terraza,terrace dining room,Hogar y Vida,Home & Living,Pets,Home & Living,
jaulas para conejos,rabbit cages,Mascotas,Pets,Pets,,
escort concepcion,escort conception,Hogar y Vida,,,,
sofa seccional,sectional sofa,Hogar y Vida,Home & Living,,,
guitarra tizona,tizona guitar,Juguetes y Hobbies,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections,Hobbies & Books
reloj michael kors,michael kors watch,Ropa de Mujer,Mobile & Gadgets,Jewelry & Watches,,
sodimac plantas,sodimac plants,Hogar y Vida,,,,
botines outdoor mujer,women's outdoor boots,Calzado de Mujer,Women Shoes,Women Shoes,Women Shoes,Women's Shoes
toallas,towels,Hogar y Vida,Home & Living,Beauty,,
estufas para terrazas,patio heaters,Electrodomésticos,Home & Living,,,
terrazas sodimac,sodimac terraces,Hogar y Vida,,,,
plantas,floors,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
upland vanguard 500,upland vanguard 500,Deportes y Fitness,,,,
poleron oakley,oakley sweatshirt,Ropa de Hombre,Men Clothes,Men Clothes,Men Clothes,Men's Wear
mochila kipling,kipling backpack,Bolsas de Mujer,Women Bags,Women Bags,,
faldas,skirts,Ropa de Mujer,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
sodimac camas,sodimac beds,Hogar y Vida,,,,
guatero,guatero,Hogar y Vida,Home & Living,,,
iphone xr,iphone xr,Celulares y Gadgets,,Mobile & Gadgets,,
venta de cilindros de gas vacios,sale of empty gas cylinders,Hogar y Vida,,,,
manubrio para pc,pc handlebar,Computación,Computing,,,
piso flotante economico,cheap floating floor,Hogar y Vida,,,,
venta de autos usados en santiago baratos,sale of cheap used cars in santiago,Accesorios para Vehículos,,,,
chiporro mujer,chiporro woman,Ropa de Mujer,Women Shoes,Women Shoes,Women Shoes,Women's Shoes
zapatillas futsal,futsal shoes,Deportes y Fitness,Sports & Fitness,Sports & Fitness,,
terrenos playa baratos $3.000 000,"cheap beach land $3,000,000",Hogar y Vida,,,,
limpia vidrios magnetico,magnetic window cleaner,Hogar y Vida,Home & Living,,,
zapatillas negras mujer,black women's sneakers,Calzado de Mujer,Women Shoes,Men Shoes,,
silla de escritorio,desk chair,Hogar y Vida,Home & Living,Home & Living,,
silla de comer,highchair,Hogar y Vida,Mom & Baby,Mom & Baby,,
refrigerador no frost,no frost refrigerator,Electrodomésticos,Home & Living,,,
iphone cyberday,iphone cyberday,Celulares y Gadgets,,,,
lolita pocket,lolita pocket,Ropa de Mujer,Stationery,Women Clothes,Women Clothes,
casa de perro sodimac,sodimac dog house,Others,,,,
sillones sodimac,sodimac armchairs,Others,,,,
bb pig,bb pig,Juguetes y Hobbies,Fashion Accessories,Home & Living,Home & Living,
bubba bags,bubba bags,Hogar y Vida,Men Bags,Men Bags,Men Bags,
xiaomi redmi 10,xiaomi redmi 10,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
ceramica homecenter,home center ceramics,Hogar y Vida,,,,
pandora,Pandora,Accesorios de Moda,,Home & Living,,
sofacama,sofa bed,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
botines cuero mujer,women's leather ankle boots,Calzado de Mujer,Women Shoes,Women Shoes,Women Clothes,
mueble vanitorio,vanity unit,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
sodimac cortinas,sodimac curtains,Others,,,,
zapatillas reebok hombre,reebok men's sneakers,Calzado de Hombre,Men Shoes,Men Shoes,,
gimnasio para bebe,baby gym,Madre y Bebé,,Toys & Hobbies,,
sarten antiadherente,non-stick frying pan,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
estufas a parafina tottus,tottus paraffin stoves,Electrodomésticos,,,,
ventanas aluminio sodimac,Sodimac aluminum windows,Others,,,,
enteritos mujer,women's overalls,Ropa de Mujer,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
auto control remoto,remote control car,Juguetes y Hobbies,,Vehicle Accessories,,
enfriador de aire,air cooler,Electrodomésticos,Mobile & Gadgets,Travel & Luggage,,
a21s,a21s,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
membrana asfaltica sodimac,Sodimac asphalt membrane,Others,,,,
smart tv tottus,smart tv tottus,Electrodomésticos,,,,
ventiladores,fans,Electrodomésticos,Computing,,,
neumaticos 185 65 r15,tires 185 65 r15,Deportes y Fitness,,,,
samsung note 20 ultra,samsung note 20 ultra,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
tubo fluorescente,fluorescent tube,Hogar y Vida,Home & Living,Stationery,,
refrigeradores lider,leading refrigerators,Electrodomésticos,,,,
lienza,canvas,Hogar y Vida,Men Bags,Men Clothes,Men Clothes,
arena de gato,cat litter,Mascotas,Pets,Pets,,
tarugo clavo,dowel nail,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
generador solar,solar generator,Hogar y Vida,Home & Living,Home & Living,,
controles nintendo switch,nintendo switch controls,Videojuegos,Video Games,Video Games,,
my dress up darling,my dress up darling,Libros y Revistas,Automobiles,Men Clothes,Men Clothes,
guantes tacticos,tactical gloves,Deportes y Fitness,Fashion Accessories,Sports & Fitness,Sports & Fitness,
roller duo,roller duo,Hogar y Vida,Beauty,Home Appliances,Home Appliances,
indoor completo,indoor complete,Hogar y Vida,Home & Living,Home & Living,,
zapatillas baratas hombre,cheap men's sneakers,Calzado de Hombre,Men Shoes,Men Shoes,Sports & Outdoors,
pulpo serigrafia,octopus silkscreen,Juguetes y Hobbies,Mom & Baby,Men Clothes,Men Clothes,
anillos de plata,silver rings,Joyas y Relojes,Jewelry & Watches,Jewelry & Watches,Jewelry & Watches,
alarma con cierre centralizado,alarm with central locking,Accesorios para Vehículos,Automobiles,Automobiles,Automobiles,Automotive
impresora tarjetas pvc,pvc card printer,Computación,Computing,,,
mango chile,mango chili,Ropa de Mujer,,,,
sillon columpio sodimac,sodimac swing chair,Others,,,,
silla de comedor,dining chair,Hogar y Vida,Home & Living,,,
alicate cortante,cutting pliers,Hogar y Vida,Home & Living,,,
just,just,Salud,Men Clothes,Sports & Outdoors,Sports & Outdoors,
al 47,at 47,Juguetes y Hobbies,Men Shoes,,,
mikasa,mikasa,Deportes y Fitness,Toys & Hobbies,Sports & Fitness,,
palos de maqueta,model sticks,Hogar y Vida,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections,Hobbies & Books
juegos eroticos,erotic games,Juguetes y Hobbies,Fashion Accessories,Fashion Accessories,,
hitbox,hitbox,Videojuegos,Men Clothes,Men Clothes,Men Clothes,Men's Wear
mochila negra hombre,black backpack for men,Bolsas de Hombre,Men Clothes,,,
shein vestidos,shein dresses,Ropa de Mujer,Women Clothes,,,
feriados 2022 chile,holidays 2022 chile,Others,,,,
bicicletas eléctricas en chile,electric bikes in chile,Deportes y Fitness,,,,
encimeras a gas sodimac,sodimac gas hobs,Others,,,,
mangueras sodimac,sodimac hoses,Others,,,,
control magic lg,magic lg remote,Electrónica,Electronics,Electronics,,
pantalon trekking hombre,men's trekking pants,Ropa de Hombre,Men Clothes,Men Clothes,Men Clothes,Men's Wear
funko pop encanto,funko pop charm,Juguetes y Hobbies,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections,Hobbies & Books
pedestal para taladro,drill stand,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
destacadores,Highlights,Papelería,,Stationery,,
cama plegable 1 plaza,1-seater folding bed,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
organizadores de ropa,clothes organizers,Hogar y Vida,Home & Living,Home & Living,,
furgon,van,Accesorios para Vehículos,Home & Living,Automobiles,Automobiles,
proteina de soya,soy protein,Deportes y Fitness,Health,Health,Health,Health & Wellness
gamero 1541,gamer 1541,Hogar y Vida,,,,
venta de cajas de carton,sale of cardboard boxes,Hogar y Vida,,,,
knuckles,knuckles,Juguetes y Hobbies,Hobbies & Collections,Mom & Baby,Fashion Accessories,
regalos gourmet,gourmet gifts,Alimentos y Bebidas,Home & Living,Home & Living,Home & Living,Home & Living
jbl flip 5,jbl flip 5,Celulares y Gadgets,Electronics,Mobile & Gadgets,,
loteria.cl,loteria.cl,Juguetes y Hobbies,,,,
moto de agua,jet ski,Accesorios para Vehículos,Fashion Accessories,Motorcycles,Motorcycles,
zapatillas de agua mujer,women's water shoes,Calzado de Mujer,Women Shoes,Women Shoes,Sports & Outdoors,
retro 4 black,retro 4 black,Deportes y Fitness,Sports & Fitness,Men Shoes,,
nutragold,nutragold,Mascotas,Pets,Pets,Pets,
fajas post operatorias,postoperative girdles,Ropa de Mujer,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
lonas impermeables,waterproof tarpaulins,Accesorios para Vehículos,Sports & Outdoors,Women Bags,Women Bags,
pelota del mundial 2022,2022 world cup ball,Deportes y Fitness,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
mochila de camping,camping backpack,Deportes y Fitness,Sports & Fitness,Women Bags,Men Bags,
gas doite,gas doite,Electrodomésticos,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
compra y venta,buying and selling,Others,Women Bags,Women Bags,Women Bags,Women's Bags
bolso de manos,handbag,Bolsas de Mujer,Women Bags,Women Bags,,
cortaplumas,penknife,Hogar y Vida,Stationery,Stationery,Stationery,
espuma para piso flotante,floating floor foam,Hogar y Vida,,,,
funda para autos,car cover,Accesorios para Vehículos,Vehicle Accessories,Vehicle Accessories,,
new balance 530,new balance 530,Calzado de Hombre,Sports & Fitness,Men Shoes,,
camas para perros grandes,beds for large dogs,Mascotas,,Pets,,
ipad air 5,ipad air 5,Computación,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
gorro para el.sol,sun hat,Accesorios de Moda,Fashion Accessories,Sports & Outdoors,Sports & Outdoors,
churus,churus,Others,Home & Living,Home & Living,Home & Living,Home & Living
falda gris escolar,grey school skirt,Ropa de Mujer,Women Clothes,Baby & Kids Fashion,Baby & Kids Fashion,
pegamentos en barra,glue sticks,Alimentos y Bebidas,Mom & Baby,,,
protoboard,breadboard,Hogar y Vida,Computing,Home & Living,,
percha pared,wall hanger,Hogar y Vida,Home & Living,,,
control pro nintendo switch,nintendo switch pro controller,Videojuegos,Video Games,Video Games,,
galletero inalambrico,wireless cookie maker,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
perros salchichas en venta,dachshunds for sale,Mascotas,,,,
volantes,frills,Hogar y Vida,,Sports & Fitness,,
calleras crossfit,crossfit calluses,Deportes y Fitness,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
pelotas de ping pong,ping pong balls,Deportes y Fitness,Sports & Fitness,Sports & Fitness,,
saca mocos bebe,baby snot remover,Electrodomésticos,Mom & Baby,Mom & Baby,Mom & Baby,"Toys, Kids & Babies"
botas timberland,timberland boots,Calzado de Mujer,Men Shoes,Men Shoes,,
departamentos en arriendo concepcion,apartments for rent concepcion,Others,,,,
polea gym,gym pulley,Deportes y Fitness,Sports & Fitness,Sports & Fitness,,
laser,laser,Belleza,Computing,Home & Living,,
