Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
mochila do naruto,Moda Infantil,Baby & Kids Fashion,Baby & Kids Fashion,Baby & Kids Fashion
vestido plus size,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
boxer,Others,Men Clothes,Men Clothes,Women Clothes
sutiã trifil,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
tablet s6,Eletroportáteis,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
futmax,Others,Men Clothes,Men Clothes,Men Clothes
calça adidas feminina,Roupas Femininas,Women Clothes,Women Clothes,Men Clothes
coisas de naruto,Brinquedos e Hobbies,Hobbies & Collections,Hobbies & Collections,Home & Living
espada do tanjiro,Brinquedos e Hobbies,Hobbies & Collections,Hobbies & Collections,Fashion Accessories
espelho banheiro,Casa e Decoração,Home & Living,Home & Living,Home & Living
pote térmico,Casa e Decoração,Home & Living,Home & Living,Home & Living
camisa xadrez,Roupas Masculinas,Men Clothes,Men Clothes,Women Clothes
capas para kindle 10a° geração,Computadores e Acessórios,Mobile & Gadgets,Home & Living,Home & Living
galaxy buds pro,Celulares e Dispositivos,Audio,Audio,Audio
capa colchão queen,Casa e Decoração,Home & Living,Home & Living,Home & Living
touca cetim,Acessórios de Moda,Beauty,Beauty,Beauty
moda evangélica vestidos baratos,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
alto falante 12,Áudio,Automobiles,Automobiles,Automobiles
causinha tailandesa,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
shop77,Others,Men Clothes,Men Clothes,Motorcycles
kit de miçanga,Brinquedos e Hobbies,Fashion Accessories,Fashion Accessories,Stationery
pneu slick aro 26,Automóveis,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
tarot dos anjos,Others,Hobbies & Collections,Hobbies & Collections,Home & Living
red tubo,Others,Home & Living,Food & Beverages,Food & Beverages
roupaa femininas,Roupas Femininas,Women Clothes,Men Shoes,Men Shoes
tampa de vaso sanitario,Casa e Decoração,Home & Living,Home & Living,Home & Living
kit bolsa maternidade masculina,Bolsas Masculinas,Mom & Baby,Mom & Baby,Mom & Baby
adesivo detox,Saúde,Beauty,Beauty,Beauty
lembrança dia das mães,Casa e Decoração,Home & Living,Home & Living,Stationery
camisa dofeminina,Roupas Femininas,Baby & Kids Fashion,Baby & Kids Fashion,Baby & Kids Fashion
sexo com prima,Others,,,
ralo linear,Casa e Decoração,Home & Living,Home & Living,Home & Living
dinossauro,Brinquedos e Hobbies,Hobbies & Collections,Hobbies & Collections,Mom & Baby
microfone sem fio,Others,Audio,Audio,Audio
polaroid,Áudio,Home & Living,Home & Living,Home & Living
plaina eletrica,Others,Home & Living,Home & Living,Home & Living
relogio naviforce,Relógios,Watches,Watches,Audio
fogão 5 bocas mesa de vidro,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
canivete tatico,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
monopoly,Brinquedos e Hobbies,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
bicicleta oggi,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
piano digital,Brinquedos e Hobbies,Hobbies & Collections,Hobbies & Collections,Mom & Baby
bateria externa,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
aliança de compromisso,Relógios,Fashion Accessories,Fashion Accessories,Fashion Accessories
mini liquidificador portátil,Eletroportáteis,Home Appliances,Home Appliances,Computers & Accessories
peças,Automóveis,Home & Living,Home & Living,Automobiles
placa de som usb,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Audio
fruteira de chão,Casa e Decoração,Home & Living,Home & Living,Home & Living
valvula solenoide 3/4,Others,Home Appliances,Home Appliances,Home Appliances
microfone shure,Brinquedos e Hobbies,Audio,Audio,Audio
gatilhos para celular,Celulares e Dispositivos,Gaming & Consoles,Gaming & Consoles,Mobile & Gadgets
canetas para personalizar,Papelaria,Stationery,Stationery,Stationery
macaquinho jeans,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
puffs,Casa e Decoração,Home & Living,Home & Living,Home & Living
creatina max titanium,Saúde,Health,Health,Health
j5 samsung,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
barbie fashionista,Brinquedos e Hobbies,Mom & Baby,Mom & Baby,Hobbies & Collections
samsung essentials,Computadores e Acessórios,Mom & Baby,Computers & Accessories,Computers & Accessories
berço de bebe,Casa e Decoração,Mom & Baby,Mom & Baby,Home & Living
estojo organizador,Papelaria,Stationery,Stationery,Stationery
furador de eva,Casa e Decoração,Stationery,Stationery,Mom & Baby
fralda plenitud,Saúde,Health,Health,Mom & Baby
ssd 120,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
teclado para tv box,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Home Appliances
g9 play,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
homem sarado,Casa e Decoração,Home & Living,Home & Living,Sports & Outdoors
xiaomi 8a,Computadores e Acessórios,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
catalisador gol g5,Automóveis,Automobiles,Automobiles,Automobiles
capa celular,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
tv samsung 50 4k,Áudio,,Home Appliances,Home & Living
celular xiaomi redmi note 9,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
pedra ametista,Casa e Decoração,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
camisetas para sublimação,Roupas Masculinas,Men Clothes,Baby & Kids Fashion,Baby & Kids Fashion
passat antigo,Others,Automobiles,Automobiles,Men Clothes
samsung galaxy tab s6 lite,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
jogos 360,Others,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
pc completo,Others,Computers & Accessories,Computers & Accessories,Computers & Accessories
calça branca masculina,Roupas Masculinas,Men Clothes,Men Clothes,Men Clothes
a30s violeta,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
mesa de manicure,Beleza,Beauty,Home & Living,Home & Living
travesti gostosa,Others,,,
tanque de plastico,Casa e Decoração,Home & Living,Home & Living,Home & Living
bobojaco feminino,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
roupa ciclismo masculina,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
macbook,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
lulu da pomerania branco,Others,Home & Living,Women Clothes,Women Clothes
notebooks positivo,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
luneta profissional,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
seringas de insulina,Saúde,Health,Health,Health
volvo caminhão,Others,Automobiles,Hobbies & Collections,Men Clothes
oleo 15w40 semi sintetico,Automóveis,Automobiles,Automobiles,Automobiles
piano digital 88 teclas,Brinquedos e Hobbies,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
xiaomi mi 11t ultra,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
capinha poco x3,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
tenis run,Sapatos Femininos,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
aspirador de pó vertical 2000w,Eletroportáteis,Home Appliances,Home Appliances,Home & Living
jbl partybox 100,Áudio,Audio,Audio,Mobile & Gadgets
sousplat de natal,Casa e Decoração,Home & Living,Home & Living,Home & Living
massinha modelar,Brinquedos e Hobbies,Mom & Baby,Mom & Baby,Mom & Baby
filhotes de rottweiler,Others,Pets,Pets,Pets
saco a vácuo,Casa e Decoração,Home & Living,Home & Living,Home & Living
controle xbox serie s,Jogos e Consoles,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
fogão consul,Eletroportáteis,Home Appliances,Home Appliances,Sports & Outdoors
aliança de namoro preta,Acessórios de Moda,Fashion Accessories,Fashion Accessories,Mom & Baby
acer aspire 5,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
purenudism.com,Others,,,
vestido de festa junina moderno,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
calça montaria tecido grosso,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
botina masculina country,Sapatos Masculinos,Men Shoes,Men Shoes,Men Shoes
vellar,Others,Mom & Baby,Sports & Outdoors,Sports & Outdoors
land rover discs,Others,,,
pesps4,Jogos e Consoles,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
bota masculina country,Sapatos Masculinos,Men Shoes,Men Shoes,Men Shoes
filhotes de rottweiler,,Pets,Pets,Pets
moletom feminino,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
krafta,Others,Stationery,Stationery,Stationery
microfone sem fio,Computadores e Acessórios,Audio,Audio,Audio
prisma 2018,Others,Automobiles,Automobiles,Automobiles
caixa jbl grande,Áudio,Audio,Audio,Audio
cozinha compacta,Casa e Decoração,Home & Living,Home & Living,Home & Living
guirlanda,Casa e Decoração,Home & Living,Home & Living,Home & Living
mini notebook,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
panela de pedra,Casa e Decoração,Home & Living,Home & Living,Home & Living
moto e6 plus,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Beauty
iphone x 64gb,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
kettlebell,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Fashion Accessories
maquina de cortar cabelo wahl,Eletroportáteis,Beauty,Beauty,Beauty
fenomenal,Others,Women Clothes,Men Clothes,Books & Magazines
aparelho de jantar 20 peças,Casa e Decoração,Home & Living,Home & Living,Women Shoes
kombi safari a venda,Others,,,
608,Others,Sports & Outdoors,Automobiles,Automobiles
lojas berlanda,Platform Terms (Shopee / Mercado),Beauty,Home & Living,Home & Living
subwoofer 6 polegadas,Automóveis,Automobiles,Automobiles,Hobbies & Collections
gopro hero 7,Câmeras e Drones,Cameras & Drones,Cameras & Drones,Cameras & Drones
cha 37 ervas,Saúde,Health,Health,Health
pneu dianteiro fazer 250,Motocicletas,Motorcycles,Home Appliances,Home Appliances
alto falante 10p,Automóveis,Automobiles,Automobiles,Automobiles
facão corneta,Esportes e Lazer,Home & Living,Home & Living,Home & Living
cadeira de escritório,Casa e Decoração,Home & Living,Home & Living,Home & Living
tatame jiu jitsu,Esportes e Lazer,Mom & Baby,Mom & Baby,Mom & Baby
caixa de presente,Papelaria,Stationery,Stationery,Home & Living
viveiro para calopsita,Animais Domésticos,Pets,Pets,Computers & Accessories
folha de fichario,Papelaria,Stationery,Stationery,Stationery
biombo mdf,Casa e Decoração,Home & Living,Computers & Accessories,Home & Living
menina na banheira,Others,,,
controle positron,Automóveis,Automobiles,Automobiles,Automobiles
tablet windows,Áudio,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
televisão 50 polegadas,Eletroportáteis,Home Appliances,Home Appliances,Home & Living
moletom tie dye,Roupas Femininas,Men Clothes,Sports & Outdoors,Fashion Accessories
sacola de papel personalizada,Papelaria,Stationery,Stationery,Stationery
acabamento para registro,Casa e Decoração,Home & Living,Home & Living,Home & Living
telão de led,Casa e Decoração,Home & Living,Home & Living,Home & Living
atacado roupas,Roupas Femininas,Women Clothes,Women Clothes,Baby & Kids Fashion
calça cirre,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
box bau solteiro,Casa e Decoração,Home Appliances,Home Appliances,Home Appliances
materiais de construção,Casa e Decoração,Home & Living,Home & Living,Home & Living
armario de cozinha de parede,Casa e Decoração,Home & Living,Home & Living,Home & Living
estante de madeira,Casa e Decoração,Home & Living,Home & Living,Home & Living
capacete para ciclista,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
organizador de mesa,Casa e Decoração,Home & Living,Home & Living,Home & Living
boruto mangá,Livros e Revistas,Books & Magazines,Books & Magazines,Hobbies & Collections
fone ouvido,Celulares e Dispositivos,Audio,Audio,Audio
ralo click,Casa e Decoração,Home & Living,Home & Living,Home & Living
carro puma,Others,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
lightning mcqueen,Others,Hobbies & Collections,Hobbies & Collections,Mom & Baby
mala de viagem de bordo,Viagens e Bagagens,Travel & Luggage,Travel & Luggage,Travel & Luggage
super chá sb efeitos colaterais,Others,,,
mulher-maravilha,Others,Books & Magazines,Books & Magazines,Home & Living
polaroid,Áudio,Home & Living,Home & Living,Home & Living
morena gostosa,Others,Women Clothes,Women Clothes,Women Clothes
masturbador masculino,Saúde,Health,Health,Health
capa de banco de couro,Automóveis,Automobiles,Automobiles,Automobiles
mini sabonetes,Saúde,Beauty,Home & Living,Home & Living
sonata 2011,Others,,Automobiles,
tapete quarto,Casa e Decoração,Home & Living,Home & Living,Home & Living
mochila escolar,Moda Infantil,Women Bags,Women Bags,Men Bags
mochila petite jolie,Bolsas Femininas,Women Bags,Women Bags,Women Bags
siberiano (gato),Others,,,
box baú queen,Casa e Decoração,Home & Living,Home & Living,Home & Living
pesps4,Jogos e Consoles,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
mesa de sinuca pequena,Brinquedos e Hobbies,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
lençol com elastico queen,Casa e Decoração,Home & Living,Home & Living,Home & Living
cosplay,Others,Women Clothes,Women Clothes,Women Clothes
mantinhas casal,Casa e Decoração,Home & Living,Home & Living,Home & Living
secadores de cabelo,Beleza,Beauty,Beauty,Beauty
piano de cauda,Brinquedos e Hobbies,Hobbies & Collections,Hobbies & Collections,Sports & Outdoors
harpa,Brinquedos e Hobbies,Books & Magazines,Books & Magazines,Books & Magazines
apple watch series 3,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
mini notebook,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
calça de moletom infantil,Moda Infantil,Baby & Kids Fashion,Baby & Kids Fashion,Baby & Kids Fashion
caixa d'água 3000 litros,Casa e Decoração,Home & Living,Audio,Audio
celulares da samsung,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
shape baker,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
xiaomi mi 11t ultra,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
sutiãs reforçados,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
wahl senior,Beleza,Beauty,Beauty,Home Appliances
perfumes masculinos,Beleza,Beauty,Beauty,Beauty
xiomi,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Beauty
guarda roupa 1 80 largura,Casa e Decoração,Home & Living,Home & Living,Home & Living
todas as flores que não te enviei,Others,Books & Magazines,Books & Magazines,Books & Magazines
fogão cook 5 bocas,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
samsung m21 s,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
bandeiras lgbtqia,Casa e Decoração,Home & Living,Home & Living,Home & Living
homem-aranha: sem volta para casa,Others,Baby & Kids Fashion,Mom & Baby,Mom & Baby
tenis jordan infantil,Moda Infantil,Baby & Kids Fashion,Baby & Kids Fashion,Baby & Kids Fashion
protetor solar em pó,Saúde,Beauty,Beauty,Beauty
gpd win 3,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Gaming & Consoles
polaroid,Câmeras e Drones,Home & Living,Home & Living,Home & Living
krafta,Celulares e Dispositivos,Stationery,Stationery,Stationery
corta vento nike,Roupas Femininas,Men Clothes,Men Clothes,Men Clothes
barbie sereia,Brinquedos e Hobbies,Mom & Baby,Mom & Baby,Mom & Baby
celular lenovo,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
americabas,Others,Sports & Outdoors,Hobbies & Collections,Hobbies & Collections
babador de silicone,Mãe e Bebê,Mom & Baby,Mom & Baby,Mom & Baby
xiaomi amazfit bip,Relógios,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
filmadora 4k,Câmeras e Drones,Cameras & Drones,Cameras & Drones,Cameras & Drones
filtro para aquario,Animais Domésticos,Pets,Pets,Home & Living
game retro,Jogos e Consoles,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
cabides,Others,Home & Living,Home & Living,Home & Living
art moveis,Casa e Decoração,Beauty,Beauty,Beauty
sportbay,Others,Motorcycles,Motorcycles,Sports & Outdoors
tela k10,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
fantasia mulher gato,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
saia colegial,Roupas Femininas,Women Clothes,Women Clothes,Automobiles
xre 300 2019,Others,Motorcycles,Motorcycles,Motorcycles
carros antigos baratos,Others,,,
meia infantil,Moda Infantil,Baby & Kids Fashion,Baby & Kids Fashion,Baby & Kids Fashion
cadeiras de escritorio,Casa e Decoração,Home & Living,Home & Living,Home & Living
composto natural dieta,Saúde,Health,Health,Health
alto falante 12p,Automóveis,Automobiles,Automobiles,Automobiles
movie maker,Others,Men Clothes,Home & Living,Home & Living
ventilador torre,Eletroportáteis,Home Appliances,Home Appliances,Automobiles
revista e quadrinhos,Others,Books & Magazines,Books & Magazines,Books & Magazines
cesto organizador,Casa e Decoração,Home & Living,Home & Living,Home & Living
hinata,Beleza,Hobbies & Collections,Women Clothes,Women Clothes
maquina de lavar roupa 10kg,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
moto biz usada,Others,Motorcycles,Automobiles,Automobiles
lg k11 32gb,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
capa piscina,Casa e Decoração,Home & Living,Home & Living,Sports & Outdoors
gelopar,Casa e Decoração,Home Appliances,Home & Living,Home & Living
celular em,Celulares e Dispositivos,Mobile & Gadgets,Sports & Outdoors,Sports & Outdoors
rastelo,Casa e Decoração,Home & Living,Home & Living,Home & Living
luvas descartaveis,Saúde,Health,Health,Health
bicicleta para trilha,Esportes e Lazer,Mom & Baby,Mom & Baby,Sports & Outdoors
cabeceira com criado mudo,Casa e Decoração,Home & Living,Home & Living,Home & Living
banqueta alta com encosto,Casa e Decoração,Home & Living,Home & Living,Home & Living
cyberpunk 2077,Jogos e Consoles,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
lc 75,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
janela antirruído,Casa e Decoração,Home & Living,Home & Living,Home & Living
medidor de pressão de pulso,Saúde,Health,Computers & Accessories,Home & Living
chocolate 70 cacau,Alimentos e Bebidas,Food & Beverages,Food & Beverages,Food & Beverages
churrasqueira giratória,Casa e Decoração,Home & Living,Home & Living,Home & Living
u+2800,Others,,,
disco de corte,Casa e Decoração,Home & Living,Home & Living,Home & Living
roupa do homem-aranha,Brinquedos e Hobbies,Baby & Kids Fashion,Baby & Kids Fashion,Baby & Kids Fashion
torre eiffel,Casa e Decoração,Home & Living,Home & Living,Hobbies & Collections
sacola,Bolsas Masculinas,Stationery,Stationery,Home & Living
champion feminino,Relógios,Watches,Watches,Watches
araldite,Casa e Decoração,Home & Living,Stationery,Stationery
jogo do bicho hoje,Others,,,
capa redmi note 9s,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
batedeira portátil,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
castanho claro,Others,Beauty,Beauty,Beauty
tenis kolosh feminino,Sapatos Femininos,Women Shoes,Women Shoes,Men Shoes
capinha redmi note 9s,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
nobara kugisaki,Brinquedos e Hobbies,Hobbies & Collections,Women Clothes,Hobbies & Collections
roupas fitness baratas com,Esportes e Lazer,,,
gazebos,Casa e Decoração,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
fraldas pampers xxg,Mãe e Bebê,Mom & Baby,Mom & Baby,Mom & Baby
microondas brastemp 32 litros,Eletroportáteis,Home Appliances,Home Appliances,Home & Living
vans feminino,Sapatos Femininos,Women Shoes,Men Shoes,Men Shoes
vapormax plus,Sapatos Femininos,Men Shoes,Men Shoes,Men Shoes
pneu 185 40 r17,Automóveis,Automobiles,Automobiles,Automobiles
leite integral em,Alimentos e Bebidas,Food & Beverages,Beauty,Beauty
mulata gostosa,Others,,,
bota over preta,Sapatos Femininos,Women Shoes,Women Shoes,Men Shoes
calca lipo,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
jaqueta de frio,Roupas Masculinas,Men Clothes,Men Clothes,Men Clothes
aparelhos de pressão digital,Saúde,Health,Health,Computers & Accessories
geladeira brastemp ative,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
chapéu country,Acessórios de Moda,Fashion Accessories,Fashion Accessories,Fashion Accessories
camisa guns n roses,Roupas Masculinas,Men Clothes,Men Clothes,Men Clothes
redmi 10s,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
socarrao,Others,,,
mineiro louco,Others,,,
loja do galo,Others,Men Clothes,Men Clothes,Men Clothes
bolsa da luluca,,Baby & Kids Fashion,Baby & Kids Fashion,Sports & Outdoors
selante de isolamento,,Home & Living,Home & Living,Home & Living
plataforma 360,,Cameras & Drones,Cameras & Drones,Home Appliances
chopeira,Casa e Decoração,Home & Living,Home Appliances,Home & Living
espingarda de chumbinho,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Women Bags
caixa som jbl,Áudio,Audio,Audio,Audio
bicicleta oggi,Brinquedos e Hobbies,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
pedalboard,Others,Hobbies & Collections,Hobbies & Collections,Men Shoes
fone de ouvido xiaomi redmi airdots com bluetooth,Celulares e Dispositivos,Audio,Audio,Audio
celular em,Celulares e Dispositivos,Mobile & Gadgets,Sports & Outdoors,Sports & Outdoors
gas r22,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
caixa termica coleman,Casa e Decoração,Home Appliances,Home Appliances,Sports & Outdoors
maquina de lavar 8kg,Eletroportáteis,,Home Appliances,
moto e6 plus,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Beauty
mascara descartavel,Others,Health,Health,Health
termometro culinario,Others,Home & Living,Health,Health
munck,Others,Men Clothes,Sports & Outdoors,Sports & Outdoors
palio 2015,Others,Automobiles,Automobiles,Automobiles
moenda de cana,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
alambrado,Casa e Decoração,Home & Living,Home & Living,Home & Living
tela moto g3,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
cropped branco,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
moletom feminino,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
play 2 usado,Jogos e Consoles,Gaming & Consoles,Gaming & Consoles,Mobile & Gadgets
tablet windows,Computadores e Acessórios,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
cirandinha manicure,Beleza,Beauty,Beauty,Home & Living
pokemon go,Brinquedos e Hobbies,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
sky livre,Áudio,Home Appliances,Sports & Outdoors,Sports & Outdoors
smart tv android,Eletroportáteis,Home Appliances,Home Appliances,Mobile & Gadgets
travesseiro latex,Casa e Decoração,Home & Living,Home & Living,Beauty
triturador manual,Eletroportáteis,Home & Living,Home Appliances,Home & Living
rtx 2070 super,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
aparelho de som pioneer,Automóveis,Automobiles,Automobiles,Automobiles
fonte chaveada 12v 30a,Computadores e Acessórios,Automobiles,Automobiles,Home Appliances
agua mineral,Others,Food & Beverages,Home Appliances,Home & Living
jogos playstation 4,Jogos e Consoles,Gaming & Consoles,Gaming & Consoles,Audio
vaporizador de roupas,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
berço de bebe,Mãe e Bebê,Mom & Baby,Mom & Baby,Home & Living
ventilador de coluna,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
caminhão de controle remoto,Brinquedos e Hobbies,Hobbies & Collections,Hobbies & Collections,Mom & Baby
catraca,Others,Home & Living,Sports & Outdoors,Sports & Outdoors
guapore pneus,Automóveis,Automobiles,Automobiles,Automobiles
imecap hair max,Saúde,Health,Health,Health
tomada usb veicular,Automóveis,Automobiles,Automobiles,Automobiles
kit alarme residencial,Casa e Decoração,Home Appliances,Home Appliances,Home Appliances
ralador de milho,Eletroportáteis,Home & Living,Home & Living,Home & Living
bravecto 10kg,Animais Domésticos,Pets,Pets,Pets
toca cd pioneer com bluetooth,Automóveis,Automobiles,Audio,Audio
penna firme,Others,Home & Living,Beauty,Beauty
frase de motivação,Others,Home & Living,Home & Living,Home & Living
passadeira para quarto,Casa e Decoração,Home & Living,Home & Living,Home & Living
galaxy s20 ultra 512gb,Celulares e Dispositivos,,Mobile & Gadgets,
tv smart 55,Áudio,Home Appliances,Home Appliances,Home Appliances
bambu da sorte,Casa e Decoração,Home & Living,Home & Living,Home & Living
quadro full suspension 29,Others,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
mythos editora,Livros e Revistas,Books & Magazines,Books & Magazines,Books & Magazines
celulares a20,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
brinquedo anti stres,Brinquedos e Hobbies,Mom & Baby,Mom & Baby,Mom & Baby
chaves canivete,Automóveis,Automobiles,Automobiles,Automobiles
kit motor 80cc,Automóveis,Sports & Outdoors,Sports & Outdoors,Home & Living
suporte 2 monitores,Computadores e Acessórios,Computers & Accessories,Home Appliances,Home & Living
mascara do tobi,Brinquedos e Hobbies,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
comoda casal,Casa e Decoração,Home & Living,Home & Living,Fashion Accessories
bebê reborn loira,Brinquedos e Hobbies,Mom & Baby,Mom & Baby,Home Appliances
dispensers de álcool,Casa e Decoração,Home & Living,Home & Living,Home & Living
rasteirinhas,Sapatos Femininos,Women Shoes,Women Shoes,Women Shoes
rasteirinhas femininas,Sapatos Femininos,Women Shoes,Women Shoes,Women Shoes
aspirador de pó potente,Eletroportáteis,Home Appliances,Home Appliances,Home & Living
sandalia infantil,Sapatos Masculinos,Baby & Kids Fashion,Baby & Kids Fashion,Baby & Kids Fashion
caneca medieval,Casa e Decoração,Home & Living,Home & Living,Home & Living
lustre moderno,Casa e Decoração,Home & Living,Home & Living,Home & Living
talher dourado,Casa e Decoração,Home & Living,Home & Living,Home & Living
brinquedos para bebe de 5 meses,Mãe e Bebê,Mom & Baby,Women Clothes,Women Clothes
calcinha plus size,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
enpregada gostosa,Others,,,
o pensador,Casa e Decoração,Women Shoes,Hobbies & Collections,Hobbies & Collections
furadeiras de impacto,Casa e Decoração,Home & Living,Home & Living,Home & Living
poket,Brinquedos e Hobbies,Hobbies & Collections,Mom & Baby,Mobile & Gadgets
tapete atividade bebe,Mãe e Bebê,Mom & Baby,Mom & Baby,Mom & Baby
tablet sansung a7,Computadores e Acessórios,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
mangueira magica 30 metros,Casa e Decoração,Home & Living,Home & Living,Home & Living
pneus 175 70 r14 michelin,Automóveis,,,
fogão cooker,Eletroportáteis,Mom & Baby,Home Appliances,Home Appliances
mc esportes,Others,,,
samsung a13,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Home Appliances
