size,width,height
113,800,800
396,1000,1000
71,600,600
224,1024,1024
136,800,800
112,1000,1000
78,750,750
123,768,768
73,507,507
159,1001,1001
111,800,800
111,800,800
396,800,800
174,1000,1000
45,425,425
291,1024,1024
535,1000,1000
65,800,800
625,1024,1024
133,750,750
513,1024,1024
325,790,790
111,600,600
100,500,500
180,800,800
374,1024,1024
147,800,800
49,430,430
716,1024,1024
243,1024,1024
117,960,960
318,800,800
113,500,500
310,1000,1000
242,800,800
103,1024,1024
408,1000,1000
112,1024,1024
202,800,800
39,500,500
352,900,900
51,800,800
41,435,435
461,1024,1024
139,800,800
427,800,800
573,1024,1024
209,800,800
98,1024,1024
37,400,400
357,1024,1024
118,714,714
764,1024,1024
348,800,800
174,1000,1000
325,1000,1000
84,800,800
314,800,800
90,1024,1024
109,800,800
219,800,800
184,747,747
280,1024,1024
504,800,800
284,1024,1024
295,800,800
142,800,800
328,800,800
344,800,800
117,800,800
166,800,800
221,1024,1024
150,802,802
174,700,700
528,1000,1000
798,800,802
183,656,656
534,800,800
227,800,800
272,800,800
126,1024,1024
179,1024,1024
207,1024,1024
172,1024,1024
182,1024,1024
98,1024,1024
426,1024,1024
251,700,700
225,1024,1024
287,1000,1000
192,1024,1024
463,800,800
56,500,500
213,800,800
197,1000,1000
162,800,800
187,1024,1024
511,1000,1000
142,800,800
346,1024,1024
135,1024,1024
305,800,800
129,1024,1024
95,800,800
437,1024,1024
594,1024,1024
81,800,800
202,800,800
87,750,750
44,800,800
350,1024,1024
114,800,800
393,1024,1024
1069,800,800
103,800,800
226,1000,1000
148,800,800
649,1024,1024
780,1024,1024
356,800,800
154,720,720
126,1001,1001
181,1024,1024
72,1024,1024
533,800,800
492,800,800
141,1024,1024
339,800,800
383,800,800
115,809,809
277,1000,1000
139,933,933
134,618,618
210,1024,1024
233,1024,1024
58,715,715
176,800,800
94,1001,1001
119,1024,1024
131,800,800
613,1000,1000
162,800,800
578,1024,1024
275,800,800
91,750,750
38,565,565
81,800,800
104,800,800
65,800,800
153,720,720
23,431,431
332,1024,1024
351,1024,1024
139,1024,1024
93,1000,1000
93,640,640
165,800,800
190,1024,1024
307,1000,1000
216,800,800
562,800,800
285,1000,1000
177,800,800
196,642,642
49,800,800
163,800,800
138,800,800
365,800,800
119,1024,1024
70,800,800
696,800,800
144,800,800
516,800,800
371,800,800
173,684,684
324,800,800
163,1000,1000
42,800,800
287,800,800
292,1024,1024
139,640,640
221,700,700
173,800,800
472,800,800
230,1024,1024
129,1000,1000
128,538,538
358,1600,1600
68,800,800
988,1024,1024
55,673,673
465,1024,1024
236,800,800
287,1024,1024
144,800,800
420,800,800
42,800,800
616,1024,1024
188,1024,1024
167,1024,1024
341,800,800
257,800,800
214,800,800
108,751,751
168,800,800
206,1024,1024
197,1024,1024
212,800,800
99,1000,1000
136,735,735
144,800,800
864,800,800
171,800,800
349,1000,1000
130,800,800
256,1024,1024
261,800,800
126,1000,1000
146,800,800
99,1024,1024
59,500,500
410,1000,1000
226,1024,1024
421,1024,1024
139,1000,1000
265,800,800
395,1200,1200
184,1024,1024
83,800,800
49,800,800
21,491,491
161,800,800
297,808,808
278,822,822
242,1024,1024
155,600,600
112,800,800
198,756,756
343,800,800
438,800,800
107,800,800
327,1024,1024
210,1000,1000
393,800,800
35,500,500
330,800,800
170,1024,1024
227,800,800
234,800,800
127,721,721
247,1000,1000
175,800,800
82,800,800
27,800,800
56,452,452
550,1023,1023
776,1024,1024
331,800,800
63,800,800
69,800,800
132,1024,1024
168,800,800
724,1024,1024
98,800,800
119,800,800
225,750,750
232,800,800
43,640,640
380,1024,1024
84,1024,1024
124,1000,1000
187,800,800
465,1000,1000
47,597,597
159,1024,1024
175,1000,1000
828,800,800
191,800,800
240,1024,1024
289,802,802
113,800,800
398,1024,1024
583,800,800
111,800,800
398,1024,1024
41,427,427
267,800,800
172,800,800
267,1024,1024
828,800,800
71,799,799
101,798,798
537,1024,1024
863,1024,1024
275,1024,1024
84,800,800
155,800,800
67,400,400
246,1024,1024
190,800,800
425,1024,1024
574,800,800
157,960,960
405,1024,1024
72,500,500
114,800,800
104,850,850
197,1024,1024
209,1024,1024
326,639,639
751,800,800
697,1024,1024
163,1000,1000
210,828,828
66,447,447
802,800,800
180,800,800
310,800,800
35,640,640
275,800,800
175,799,799
186,1000,1000
82,1024,1024
52,643,643
263,1024,1024
214,800,800
662,1024,1024
104,1001,1001
126,800,800
227,1024,1024
127,1000,1000
112,1001,1001
619,1024,1024
366,1024,1024
449,800,800
353,1001,1001
578,1024,1024
545,800,800
181,800,800
314,800,800
300,1000,1000
53,640,640
57,500,500
94,800,800
194,800,800
115,800,800
256,601,601
227,1002,1002
137,800,800
188,1024,1024
127,1024,1024
161,1000,1000
94,764,764
49,1001,1001
145,1024,1024
148,800,800
104,600,600
340,800,800
82,500,500
362,672,672
170,800,800
412,1024,1024
55,640,640
112,800,800
37,869,869
121,1024,1024
161,960,960
248,800,800
183,1024,1024
129,799,799
171,1000,1000
53,800,800
102,800,800
112,750,750
171,1024,1024
584,1024,1024
109,836,836
258,800,800
204,800,800
74,800,800
473,1001,1001
140,800,800
196,1024,1024
296,1000,1000
241,800,800
200,1024,1024
425,800,800
258,1024,1024
282,1000,1000
198,800,800
76,637,637
339,1024,1024
570,755,755
166,800,800
475,800,800
96,500,500
933,1024,1024
758,1024,1024
212,1024,1024
212,800,800
48,750,750
1198,1024,1024
567,1000,1000
406,800,800
265,1024,1024
163,800,800
136,800,800
1078,1024,1024
229,800,800
116,1024,1024
53,750,750
145,800,800
105,800,800
300,1024,1024
50,800,800
276,846,846
196,800,800
270,740,740
353,799,799
126,1024,1024
88,1000,1000
90,800,800
196,800,800
297,800,800
208,1024,1024
122,800,800
83,560,560
176,1024,1024
64,650,650
203,800,800
244,1000,1000
214,700,700
306,800,800
85,1000,1000
210,1000,1000
96,642,642
202,800,800
633,1024,1024
46,850,850
208,1024,1024
144,1000,1000
734,800,800
244,800,800
232,1000,1000
70,540,540
346,1024,1024
47,320,320
229,1024,1024
225,1024,1024
270,1024,1024
376,1000,1000
79,800,800
98,799,799
224,800,800
55,500,500
99,800,800
145,800,800
252,1024,1024
97,608,608
150,800,800
141,1000,1000
182,1000,1000
240,800,800
135,800,800
264,800,800
430,1000,1000
239,800,800
59,1024,1024
99,800,800
143,1024,1024
139,800,800
238,800,800
164,706,706
167,1024,1024
111,800,800
84,600,600
146,960,960
566,800,800
305,1024,1024
97,667,667
126,800,800
279,741,741
53,1024,1024
23,225,225
187,800,800
161,800,800
268,800,800
351,1000,1000
233,800,800
434,800,800
129,800,800
176,800,800
157,800,800
207,800,800
228,1000,1000
292,1024,1024
142,1024,1024
368,1000,1000
342,793,793
564,800,800
113,800,800
891,958,958
223,750,750
129,1000,1000
189,800,800
389,1024,1024
186,1024,1024
330,800,800
236,800,800
805,800,800
206,800,800
103,1000,1000
71,500,500
864,800,800
63,600,600
327,1024,1024
75,800,800
94,565,565
276,800,800
173,800,800
370,800,800
30,600,600
173,1024,1024
138,530,530
163,800,800
199,1024,1024
263,1024,1024
365,800,800
59,350,350
154,1205,1196
333,800,800
294,1024,1024
15,390,390
268,800,800
322,1024,1024
70,800,800
138,800,800
238,800,800
117,1024,1024
235,800,800
233,1001,1001
153,800,800
123,1000,1000
272,800,800
264,1024,1024
304,1001,1001
142,800,800
269,800,800
223,1024,1024
114,1024,1024
378,800,800
451,1024,1024
122,800,800
125,800,800
163,800,800
82,800,800
199,800,800
827,1024,1024
197,800,800
193,800,800
263,800,800
129,1000,1000
412,1000,1000
167,882,882
194,840,840
1173,1024,1024
104,800,800
130,1000,1000
226,800,800
95,800,800
75,1024,1024
492,1000,1000
125,800,800
234,915,915
80,581,581
35,500,500
227,800,800
35,581,581
348,1024,1024
133,800,800
49,640,640
130,750,750
339,750,750
589,1024,1024
114,800,800
161,1024,1024
264,1024,1024
332,800,800
186,1000,1000
40,800,800
45,800,800
406,900,900
122,1024,1024
97,800,800
386,800,800
632,1024,1024
101,800,800
416,1024,1024
87,727,727
127,800,800
197,1024,1024
183,1024,1024
161,800,800
338,950,950
237,1000,1000
82,600,600
375,1000,1000
271,1024,1024
206,800,800
148,750,750
102,800,800
256,800,800
91,800,800
293,798,798
267,800,800
128,800,800
152,800,800
137,800,800
167,688,688
105,1024,1024
461,1024,1024
137,1000,1000
143,1024,1024
235,1024,1024
302,1024,1024
241,800,800
249,660,660
159,1024,1024
699,1024,1024
222,1000,1000
145,668,668
210,800,800
99,600,600
92,465,465
331,1001,1001
269,1024,1024
118,1024,1024
403,850,850
138,800,800
256,1024,1024
90,800,800
740,800,800
41,624,624
40,544,544
151,1024,1024
271,1024,1024
154,740,740
163,800,800
183,800,800
74,800,800
1235,1500,1500
30,1024,680
137,800,800
234,1024,1024
60,1024,1024
95,800,800
202,800,800
54,801,801
229,1000,1000
163,1000,1000
362,1000,1000
321,1000,1000
285,1024,1024
370,1024,1024
203,800,800
111,1000,1000
89,800,800
749,1000,1000
110,1024,1024
81,600,600
322,994,994
86,1024,1024
194,736,736
221,720,720
22,300,300
294,800,800
146,750,750
229,1024,1024
234,800,800
163,1024,1024
64,800,800
130,800,800
368,1024,1024
73,718,718
372,1000,1000
230,1024,1024
81,800,800
162,1024,1024
65,1024,1024
69,800,800
176,1000,1000
526,800,800
160,1024,1024
129,800,800
194,1024,1024
128,750,750
75,647,647
209,1000,1000
244,800,800
305,1024,1024
287,1000,1000
173,650,650
445,1000,1000
169,1024,1024
94,800,800
124,800,800
85,1024,1024
179,800,800
172,1024,1024
373,1024,1024
271,1024,1024
227,1000,1000
157,700,700
42,681,681
36,1000,1000
142,800,800
86,1024,1024
111,800,800
155,800,800
51,700,700
380,800,800
18,320,320
207,1024,1024
37,400,400
276,1001,1001
1,263,263
98,800,800
595,800,800
232,1024,1024
192,800,800
40,800,800
53,640,640
113,800,800
182,945,945
394,800,800
276,1001,1001
191,800,800
453,800,800
153,800,800
274,1024,1024
277,800,800
164,800,800
97,800,800
374,1024,1024
478,1024,1024
94,800,800
644,1200,1200
150,520,520
194,800,800
113,800,800
357,800,800
163,812,812
152,645,645
337,800,800
439,1000,1000
181,1024,1024
502,800,800
295,1024,1024
700,1024,1024
175,800,800
189,800,800
923,1024,1024
84,800,800
138,800,800
77,1024,1024
221,1024,1024
141,800,800
153,800,800
101,800,800
181,800,800
118,1024,1024
177,1024,1024
204,800,800
236,790,790
263,800,800
77,800,800
86,500,500
109,800,800
403,800,800
62,800,800
499,1000,1000
266,800,800
338,800,800
293,1000,1000
151,1024,1024
40,400,400
56,1020,1020
239,800,800
217,800,800
132,1024,1024
67,800,800
200,640,640
253,800,800
315,800,800
105,800,800
126,1000,1000
128,900,900
172,1024,1024
343,1024,1024
228,1000,1000
605,800,800
65,650,650
968,1024,1024
277,800,800
87,800,800
169,1024,1024
170,800,800
67,820,820
279,800,800
72,1000,1000
19,421,421
297,800,800
70,1024,1024
558,1024,1024
1034,1024,1024
768,1024,1024
97,800,800
516,780,780
188,1000,1000
611,1000,1000
53,800,800
95,1001,1001
52,638,638
56,800,800
293,800,800
69,569,723
120,800,800
29,600,600
274,1024,1024
161,1024,1024
111,800,800
342,800,800
189,1001,1001
705,1024,1024
122,800,800
52,800,800
213,1000,1000
133,1024,1024
46,1024,1024
207,800,800
295,800,800
380,800,800
270,750,750
125,800,800
27,500,500
168,800,800
169,750,750
68,678,678
375,1024,1024
148,1024,1024
107,887,887
110,800,800
109,1001,1001
514,800,800
92,1024,1024
94,800,800
265,1024,1024
139,1000,1000
251,1024,1024
172,850,850
462,1024,1024
288,1000,1000
156,1024,1024
308,750,750
233,1000,1000
71,1024,1024
157,1001,1001
609,800,800
27,310,310
224,800,800
807,1024,1024
147,800,800
145,687,687
78,1000,1000
133,1005,1005
116,800,800
325,800,800
169,1024,1024
593,1001,1001
272,1024,1024
143,800,800
128,1024,1024
199,800,800
213,800,800
209,799,799
160,1024,1024
174,800,800
238,1000,1000
230,1024,1024
232,1000,1000
241,800,800
233,1000,1000
279,800,800
35,500,500
85,1000,1000
588,1024,1024
72,600,600
60,600,600
243,800,800
37,400,400
572,1000,1000
220,1000,1000
284,1000,1000
121,1024,1024
83,1024,1024
127,800,800
88,1024,1024
93,466,466
294,1024,1024
174,800,800
298,1024,1024
17,512,640
191,1024,1024
143,791,791
88,800,800
224,800,800
223,800,800
381,1024,1024
219,800,800
134,1000,1000
316,1024,1024
115,1024,1024
290,800,800
103,350,350
125,1000,1000
1141,1000,1000
27,640,640
365,1000,1000
207,1024,1024
168,1024,1024
356,1024,1024
282,1024,1024
616,1024,1024
522,1001,1001
217,1024,1024
177,1024,1024
741,1024,1024
142,1024,1024
120,750,750
770,1024,1024
37,640,640
335,1000,1000
466,1024,1024
92,540,540
500,800,800
149,800,800
213,800,800
130,800,800
73,800,800
358,800,800
237,800,800
124,667,667
126,800,800
266,800,800
172,1024,1024
553,1024,1024
149,1024,1024
301,1000,1000
31,500,500
141,844,844
121,852,852
111,1024,1024
112,800,800
198,800,800
77,1024,1024
169,808,808
128,1024,1024
151,800,800
624,1024,1024
91,800,800
233,981,981
11,210,210
76,429,429
38,640,640
180,1000,1000
71,557,557
161,1000,1000
136,800,800
152,800,800
177,800,800
234,800,800
1075,1024,1024
186,1024,1024
63,1024,1024
161,748,748
120,800,800
133,800,800
87,586,586
193,1024,1024
127,1024,1024
123,800,800
352,800,800
162,800,800
91,530,530
148,800,800
79,800,800
137,800,800
173,1000,1000
479,754,754
147,800,800
452,800,800
165,800,800
130,850,850
781,800,800
83,1000,1000
77,477,477
399,1024,1024
44,1024,1024
159,800,800
88,800,800
195,500,500
53,750,750
73,800,800
108,800,800
216,1024,1024
283,600,600
399,800,800
81,800,800
250,1024,1024
181,1024,1024
342,800,800
136,1024,1024
246,1024,1024
92,800,800
88,800,800
55,691,691
77,1024,1024
154,800,800
50,600,600
925,1024,1024
78,800,800
129,800,800
221,800,800
199,1024,1024
206,800,800
390,800,800
175,800,800
792,1024,1024
140,800,800
233,1024,1024
17,320,320
407,1024,1024
182,872,872
568,800,800
325,1001,1001
67,500,500
89,800,800
175,800,800
580,800,800
162,800,800
281,1000,1000
226,836,836
152,800,800
108,800,800
250,1024,1024
521,800,800
152,1000,1000
924,1024,1024
225,1000,1000
242,800,800
189,1024,1024
147,790,790
188,1000,1000
41,500,500
79,800,800
96,1000,1000
176,800,800
181,1024,1024
147,800,800
216,679,679
92,672,672
365,1000,1000
137,1001,1001
222,800,800
162,1024,1024
102,1024,1024
18,330,330
161,1024,1024
117,1000,1000
93,1024,1024
30,297,297
212,800,800
140,1024,1024
215,954,954
659,1000,1000
216,800,800
56,600,600
564,847,847
83,520,520
140,1000,1000
126,800,800
152,800,800
187,800,800
380,1024,1024
106,800,800
518,800,800
82,1000,1000
266,1024,1024
188,1024,1024
186,798,798
94,800,800
184,1000,1000
341,1024,1024
425,1024,1024
967,1024,1024
30,374,374
155,800,800
172,960,960
82,1024,1024
41,512,512
52,839,839
192,1024,1024
31,520,520
61,800,800
108,520,520
166,1024,1024
67,800,800
164,1024,1024
115,800,800
132,720,719
64,800,800
137,800,800
318,800,800
83,800,800
139,800,800
77,600,600
262,800,800
167,1024,1024
188,969,969
199,800,800
91,800,800
308,800,800
397,940,940
264,1024,1024
145,800,800
356,800,800
84,640,640
259,800,800
197,1000,1000
94,1000,1000
296,1024,1024
177,800,800
262,901,901
293,1024,1024
173,900,900
215,1000,1000
292,800,800
551,800,800
278,965,965
149,640,640
112,800,800
177,1024,1024
35,672,672
115,800,800
82,553,553
131,800,800
100,1001,1001
177,800,800
148,1024,1024
62,800,800
444,1024,1024
91,500,500
586,779,779
172,800,800
501,1024,1024
121,800,800
398,800,800
179,800,800
771,930,930
134,800,800
216,1024,1024
177,1024,1024
644,1024,1024
103,1024,1024
160,1024,1024
103,800,800
160,800,800
319,787,787
404,1024,1024
60,400,400
183,520,520
252,750,750
312,1000,1000
50,800,800
233,800,800
232,800,800
217,1001,1001
250,1024,1024
151,800,800
360,800,800
448,811,811
89,800,800
291,1024,1024
378,1001,1001
85,640,640
38,800,800
181,800,800
396,1001,1000
265,800,800
70,601,601
392,1000,1000
400,850,850
68,750,750
913,1024,1024
162,800,800
214,1024,1024
78,500,500
326,1024,1024
285,800,800
78,800,800
131,1000,1000
414,800,800
150,600,600
272,1024,1024
181,1000,1000
91,800,800
216,1024,1024
194,1024,1024
92,800,800
38,1000,1000
285,800,800
415,800,800
265,1024,1024
388,1024,1024
241,800,800
143,800,800
178,760,760
319,810,810
278,1024,1024
350,713,713
46,800,800
145,800,800
210,800,800
82,782,782
204,800,800
125,1024,1024
240,800,800
174,800,800
22,300,300
97,1000,1000
398,800,800
219,1024,1024
77,500,500
157,880,880
268,1001,1001
151,800,800
558,800,800
114,800,800
99,729,729
110,800,800
131,800,800
1145,1024,1024
70,600,600
225,800,800
47,800,800
218,800,800
186,1024,1024
607,1024,1024
154,800,800
291,1000,1000
343,1000,1000
77,800,800
182,800,800
258,1024,1024
204,800,800
279,800,800
265,800,800
191,800,800
46,570,570
201,800,800
85,1024,1024
125,800,800
83,450,450
197,1024,1024
268,800,800
304,600,600
1100,1000,1000
394,1000,1000
231,800,800
125,800,800
161,1024,1024
227,750,750
318,700,700
229,790,790
279,800,800
187,1024,1024
252,1024,1024
83,800,800
126,1024,1024
821,1024,1024
145,800,800
407,1024,1024
74,800,800
188,1024,1024
359,1024,1024
75,800,800
152,800,800
80,800,800
103,800,800
341,750,750
64,500,500
975,1024,1024
106,892,892
125,1024,1024
116,620,620
89,800,800
90,1024,1024
175,800,800
141,1000,1000
215,981,981
182,643,643
84,800,800
262,601,601
152,800,800
67,600,600
198,790,790
275,800,800
123,1000,1000
289,800,800
135,800,800
234,800,800
108,799,799
182,800,800
73,1024,1024
834,1024,1024
307,1000,1000
148,1000,1000
448,800,800
115,800,800
78,800,800
218,1024,1024
184,1024,1024
335,800,800
249,800,800
612,800,800
310,1024,1024
236,800,800
504,1024,1024
201,1024,1024
119,1024,1024
192,800,800
64,466,466
938,1024,1024
90,800,800
557,1000,1000
504,1024,1024
360,800,800
112,800,800
173,1024,1024
112,527,527
117,800,800
923,1024,1024
308,1024,1024
114,800,800
83,800,800
256,993,993
65,800,800
178,1024,1024
259,620,620
129,800,800
142,1000,1000
346,800,800
150,800,800
359,800,800
91,800,800
124,800,800
320,940,940
185,800,800
80,700,700
119,800,800
175,800,800
130,800,800
54,700,700
164,800,800
227,1000,1000
49,800,800
627,1024,1024
305,800,800
619,800,800
200,800,800
176,750,750
215,1000,1000
173,1024,1024
152,800,800
279,1024,1024
252,1024,1024
141,900,900
139,800,800
212,500,500
66,500,500
496,768,768
258,1024,1024
208,800,800
157,1000,1000
432,1024,1024
192,800,800
138,800,800
95,800,800
944,1024,1024
569,1024,1024
89,800,800
210,800,800
217,1000,1000
86,1024,1024
171,1024,1024
260,1001,1001
147,1024,1024
42,800,800
343,800,800
117,800,800
265,800,800
85,600,600
168,1001,1001
112,800,800
83,750,750
302,800,800
40,800,800
94,805,805
111,760,760
355,1000,1000
160,1024,1024
288,800,800
1442,1024,1024
140,1010,1010
64,1000,1000
155,798,798
85,800,800
69,800,800
281,800,800
100,800,800
134,800,800
491,1000,1000
365,1000,1000
114,900,900
296,800,800
637,800,800
122,1000,1000
151,800,800
205,1024,1024
174,1000,1000
162,800,800
126,800,800
147,800,800
378,1024,1024
48,800,800
95,800,800
66,760,760
782,800,800
66,800,800
253,600,600
66,595,595
137,1024,1024
438,750,750
179,1001,1001
189,1024,1024
115,800,800
32,640,640
157,800,800
232,800,800
76,790,790
288,800,800
15,500,500
116,800,800
942,1024,1024
362,1024,1024
396,800,800
382,800,800
47,600,600
681,800,800
89,800,800
105,800,800
183,1024,1024
276,1000,1000
115,800,800
135,1024,1024
243,800,800
58,800,800
525,800,800
253,800,800
229,800,800
453,1024,1024
121,800,800
323,800,800
357,800,800
329,1001,1001
574,1000,1000
322,800,800
170,800,800
322,901,901
136,800,800
118,527,527
80,800,800
130,800,800
131,850,850
385,750,750
240,1000,1000
294,1024,1024
516,750,750
172,754,754
221,1000,1000
119,1000,1000
52,800,800
264,1024,1024
169,800,800
103,800,800
125,800,800
169,800,800
761,800,800
119,800,800
148,1024,1024
1077,800,800
188,800,800
146,800,800
80,800,800
114,900,900
667,800,800
182,1000,1000
353,800,800
208,1024,1024
514,1024,1024
556,1024,1024
98,1000,1000
69,500,500
103,800,800
510,800,800
113,750,750
79,1000,1000
226,1024,1024
201,800,800
158,1024,1024
198,900,900
110,800,800
348,741,741
367,800,800
371,1024,1024
536,1024,1024
84,300,300
606,1024,1024
268,800,800
127,1024,1024
62,378,378
284,800,800
19,300,300
662,800,800
94,1024,1024
389,902,902
99,640,640
463,930,930
196,800,800
218,800,800
475,1024,1024
305,900,900
163,800,800
903,800,800
215,800,800
198,1000,1000
58,651,651
130,378,378
115,1024,1024
397,945,945
428,800,800
182,1024,1024
199,1024,1024
246,1024,1024
214,800,800
209,1024,1024
123,800,800
886,1024,1024
120,800,800
697,1024,1024
57,800,800
51,750,750
717,905,905
105,800,800
514,1024,1024
1034,899,899
193,1024,1024
153,750,750
25,528,528
150,1000,1000
653,1024,1024
347,1000,1000
321,493,493
998,1024,1024
813,1024,1024
104,502,502
101,800,800
163,1024,1024
825,1024,1024
217,800,800
384,1024,1024
132,1024,1024
111,1024,1024
169,800,800
330,800,800
150,800,800
247,800,800
145,1024,1024
111,800,800
524,1024,1024
153,800,800
92,600,600
525,1000,1000
1022,800,800
126,800,800
63,955,955
246,1000,1000
534,800,800
182,800,800
469,1000,1000
224,1024,1024
285,800,800
153,1024,1024
130,520,520
76,800,800
199,800,800
106,800,800
343,800,800
266,1000,1000
32,700,700
448,800,800
232,1001,1001
273,800,800
120,800,800
148,800,800
299,800,800
63,800,800
209,1001,1001
244,1024,1024
222,1000,1000
304,1001,1001
117,800,800
126,800,800
69,760,760
362,1000,1000
263,1000,1000
143,845,845
66,600,600
127,800,800
134,1000,1000
559,1024,1024
102,800,800
180,710,710
111,1024,1024
270,1000,1000
97,800,800
240,805,805
130,1000,1000
62,800,800
58,320,320
176,800,800
299,800,800
251,800,800
251,1024,1024
576,800,800
131,800,800
125,1000,1000
43,600,600
85,960,960
116,800,800
98,800,800
451,926,926
127,800,800
109,1000,1000
209,1000,1000
172,880,880
109,800,800
158,800,800
83,800,800
40,800,800
116,1024,1024
58,600,600
88,500,500
345,1000,1000
330,800,800
337,1000,1000
625,661,661
152,800,800
102,800,800
1504,995,995
105,1024,1024
84,480,480
164,800,800
191,800,800
176,800,800
87,1024,1024
251,800,800
113,800,800
105,800,800
70,800,800
131,800,800
486,800,800
286,800,800
142,800,800
114,800,800
420,1024,1024
102,800,800
216,800,800
167,797,797
62,700,700
502,1000,1000
185,800,800
315,720,720
794,800,800
195,800,800
278,1000,1000
205,1000,1000
243,800,800
196,1024,1024
234,800,800
132,1024,1024
305,800,800
641,934,934
40,720,720
120,800,800
83,501,501
407,1000,1000
69,500,500
381,1024,1024
227,800,800
196,1000,1000
340,1024,1024
177,800,800
194,800,800
237,1024,1024
452,1024,1024
91,800,800
77,800,800
345,1024,1024
95,1024,1024
75,800,800
102,802,802
21,320,320
678,844,844
78,480,480
185,800,800
82,629,629
191,1000,1000
169,800,800
348,800,800
148,1024,1024
131,800,800
223,1024,1024
84,803,803
152,800,800
63,734,734
169,800,800
160,800,800
115,800,800
56,1024,1024
788,800,800
156,800,800
201,1001,1001
307,1024,1024
117,800,800
604,800,800
358,800,800
281,800,800
243,800,800
61,539,539
633,1024,1024
167,682,682
284,1024,1024
129,1024,1024
614,1000,1000
74,1000,1000
733,800,800
279,800,800
165,1024,1024
92,800,800
319,1024,1024
221,1024,1024
318,945,945
110,800,800
178,1024,1024
285,1000,1000
185,800,800
332,1000,1000
64,480,480
222,1024,1024
222,1000,1000
170,828,828
212,800,800
351,1024,1024
828,1024,1024
153,800,800
262,1024,1024
114,1024,1024
429,1000,1000
257,800,800
59,640,640
443,800,800
1018,1024,1024
682,800,800
346,800,800
409,800,800
58,1024,1024
189,1001,1001
557,661,661
107,800,800
280,1024,1024
239,800,800
167,969,969
429,1001,1001
538,800,800
221,1000,1000
236,800,800
300,1024,1024
466,800,800
395,800,800
459,1000,1000
106,1024,1024
226,800,800
226,800,800
198,720,720
91,500,500
129,800,800
163,788,788
328,800,800
247,1000,1000
19,320,320
39,378,378
64,1024,1024
186,800,800
567,800,800
449,1024,1024
261,1000,1000
629,1000,1000
158,990,990
447,1000,1000
240,800,800
105,600,600
125,1024,1024
84,800,800
777,1000,1000
185,800,800
52,640,640
39,800,800
119,800,800
122,500,500
195,1000,1000
210,800,800
182,800,800
23,800,800
237,800,800
69,600,600
27,500,500
42,1024,1024
124,800,800
237,772,772
147,800,800
214,800,800
91,800,800
371,1000,1000
236,1001,1001
112,1000,1000
292,800,800
277,1024,1024
325,900,900
300,1000,1000
42,640,640
223,800,800
298,800,800
166,1024,1024
131,1024,1024
201,1024,1024
239,1024,1024
308,800,800
218,800,800
241,800,800
337,800,800
203,800,800
234,1024,1024
41,480,480
927,1024,1024
92,800,800
182,800,800
733,1024,1024
170,800,800
484,800,800
220,941,941
92,800,800
241,930,930
98,640,640
183,605,605
570,800,800
179,800,800
144,768,768
202,800,800
151,800,800
201,600,600
37,800,800
184,1024,1024
994,1024,1024
89,565,565
256,1000,1000
72,1024,1024
114,800,800
165,800,800
138,800,800
153,800,800
303,801,801
116,800,800
320,1000,1000
183,744,744
123,500,500
465,1024,1024
156,1024,1024
189,1000,1000
139,800,800
257,750,750
230,800,800
129,720,720
220,1024,1024
267,1024,1024
229,800,800
186,800,800
70,790,790
165,750,750
143,800,800
328,676,676
275,1024,1024
297,800,800
191,1024,1024
198,800,800
228,800,800
204,1000,1000
318,1000,1000
50,1024,1024
164,800,800
192,800,800
196,1024,1024
11,320,320
118,1024,1024
421,800,800
521,800,800
93,1000,1000
53,800,800
110,800,800
443,1024,1024
134,800,800
122,1024,1024
188,800,800
154,1024,1024
21,500,500
215,1024,1024
193,1000,1000
248,800,800
223,800,800
172,800,800
67,1000,1000
110,800,800
117,1001,1001
297,700,700
221,974,974
323,800,800
63,1024,1024
105,800,800
183,1024,1024
108,600,600
428,800,800
179,800,800
205,1024,1024
92,800,800
256,1000,1000
60,1024,1024
75,410,410
354,1024,1024
259,1000,1000
80,500,500
122,1024,1024
374,1024,1024
214,802,802
220,827,827
90,738,738
392,750,750
203,800,800
178,1024,1024
175,800,800
77,1000,1000
166,800,800
212,800,800
288,1024,1024
132,1024,1024
498,1024,1024
76,857,857
305,1024,1024
421,1024,1024
220,800,800
14,400,400
276,1024,1024
161,800,800
385,1024,1024
102,871,871
115,800,800
163,800,800
141,1000,1000
289,1024,1024
126,800,800
548,1024,1024
162,800,800
133,1024,1024
363,800,800
148,800,800
191,850,850
620,1000,1000
115,800,800
146,800,800
182,800,800
179,800,800
111,800,800
191,800,800
609,800,800
249,930,930
295,743,743
152,1024,1024
284,1024,1024
255,800,800
325,1024,1024
269,800,800
143,1024,1024
180,1024,1024
161,1024,1024
43,499,499
594,1024,1024
150,800,800
24,700,700
459,1000,1000
329,1024,1024
813,1024,1024
156,800,800
208,800,800
692,1001,1001
49,800,800
921,1024,1024
232,1000,1000
235,1024,1024
586,800,800
318,1000,1000
294,800,800
301,1024,1024
191,790,790
159,800,800
443,800,800
188,800,800
157,661,678
363,1000,1000
490,1024,1024
141,1024,1024
303,800,800
57,800,800
317,800,800
287,800,800
98,800,800
352,800,800
140,682,682
149,1024,1024
117,640,640
167,800,800
84,800,800
32,500,500
117,800,800
194,1024,1024
466,800,800
141,1000,1000
140,1024,1024
500,800,800
77,720,720
194,1024,1024
218,1024,1024
