"keyword","category","imp_level1_category_1d","pv_level1_category_1d","order_level1_category_1d"
"carlyn bag singapore","Women's Bags","Women Bags","Women Bags","Women Bags"
"shark flexstyle","Home Appliances","Home & Living","Pets","Pets"
"cheong dam shampoo","Beauty & Personal Care","Beauty","Beauty","Beauty"
"shilajit singapore","Health & Wellness","Health","Health","Health"
"noera collagen drink","Health & Wellness","Health & Wellness","Health & Wellness",
"minyak wak man","Health & Wellness","Beauty","Beauty","Health"
"j18","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"welcia bhg outlets","Beauty & Personal Care",,,
"vacuum storage bags","Home & Living","Home & Living","Home & Living",
"ms office 365","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"singpet","Pet Food & Supplies","Pet Food & Supplies",,
"midea fridge","Home Appliances","Home Appliances","Home Appliances",
"corkcicle singapore","Home & Living","Home & Living","Home & Living","Home & Living"
"similac stage 2 value pack","Toys, Kids & Babies","Mom & Baby","Mom & Baby","Mom & Baby"
"adidas campus","Men's Shoes","Women's Shoes","Men's Shoes",
"chobani","Women's Bags","Women's Bags",,
"apple strudel","Food & Beverages","Food & Beverages","Food & Beverages",
"korean salon singapore","Lifestyle",,,
"shiokjapan","Food & Beverages",,,
"teppanyaki singapore","Food & Beverages",,"Home & Living",
"led strip lights singapore","Home & Living","Home & Living",,
"cosway singapore","Home & Living","Beauty & Personal Care",,
"braun thermometer singapore","Health & Wellness","Health & Wellness","Health & Wellness",
"estee lauder","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"mouse-pad","Computers & Peripherals",,,
"aircon remote control","Home Appliances","Home Appliances","Home Appliances","Mobile & Gadgets"
"shop.online","Others",,,
"remote control car singapore","Toys, Kids & Babies","Toys, Kids & Babies",,
"diginut","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"remax earphone","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"where to buy umbrella in singapore","Home & Living",,,
"ritter sport singapore","Food & Beverages","Food & Beverages","Food & Beverages","Sports & Outdoors"
"xiaomi dehumidifier","Home Appliances","Home & Living","Home Appliances","Home Appliances"
"360 camera singapore","Cameras & Drones","Cameras & Drones","Cameras & Drones","Mobile & Gadgets"
"camping chair","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"steering wheel lock singapore","Automotive","Automobiles","Automobiles","Automobiles"
"wrapping paper singapore","Home & Living","Home & Living",,
"matsumoto kiyoshi","Beauty & Personal Care","Beauty & Personal Care",,
"amazing graze","Food & Beverages","Food & Beverages","Food & Beverages",
"freezer singapore","Home Appliances",,"Home Appliances",
"steelseries","Computers & Peripherals","Mobile & Gadgets","Computers & Peripherals",
"car window shades","Automotive","Automotive",,
"bao fu ling","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"braun satin hair 7","Beauty & Personal Care","Beauty & Personal Care","Home Appliances",
"games4good","Hobbies & Books","Hobbies & Books",,
"groceries","Food & Beverages","Food & Beverages","Women's Bags",
"rice cooker","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"remax power bank","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"kf94 mask singapore","Health & Wellness","Home & Living","Home & Living",
"stojo","Home & Living","Home & Living","Home & Living","Home & Living"
"iphone 7 plus case singapore","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"himalayan salt candy singapore","Food & Beverages","Food & Beverages","Food & Beverages","Food & Beverages"
"led strips","Home & Living","Home & Living","Home & Living",
"onemed surgical mask","Health & Wellness","Health & Wellness","Beauty & Personal Care",
"led+flashlight","Home & Living",,,
"atrix aurora computer","Computers & Peripherals","Computers & Peripherals",,
"bathtub singapore price","Home & Living",,,
"surge protector","Home Appliances","Home Appliances","Home Appliances",
"ashwagandha singapore","Health & Wellness","Health","Health","Food & Beverages"
"specialized singapore","Sports & Outdoors","Sports & Outdoors","Mom & Baby","Mom & Baby"
"daiso singapore","Home & Living","Home & Living","Home & Living",
"emo bag","Women's Bags","Women's Bags","Women's Bags","Women's Bags"
"emo bag","Women's Bags","Women's Bags","Women's Bags","Women's Bags"
"mypadtv","Home Appliances",,"Home Appliances",
"tabletop water fountain singapore","Home & Living","Pets","Pets","Home & Living"
"nintendo switch console singapore","Video Games","Video Games",,
"levis jeans","Women's Apparel","Men's Wear","Men's Wear","Men's Wear"
"happy call","Home & Living","Home & Living","Home & Living",
"vertex hand sanitizer","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"emo bag","Women's Bags","Women's Bags","Women's Bags","Women's Bags"
"singapore online grocery","Others",,,
"april skin hair dye","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"hagoromo chalk","Home & Living","Home & Living","Home & Living",
"foldable study table","Home & Living","Home & Living","Home & Living",
"hysses","Home & Living","Beauty & Personal Care","Beauty & Personal Care",
"promask singapore","Health & Wellness",,"Health & Wellness",
"pro mask singapore","Health & Wellness","Health & Wellness",,
"miniso bluetooth speaker","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"shears singapore","Food & Beverages","Toys, Kids & Babies",,
"aesop singapore","Beauty & Personal Care","Beauty & Personal Care",,
"asus zenpad 3s 10 singapore","Mobile & Gadgets",,,
"personalised gifts singapore","Others","Home & Living","Hobbies & Books",
"sun gokong 12","Hobbies & Books",,,
"google pixel 4a singapore","Mobile & Gadgets",,"Mobile & Gadgets",
"xiaomi mi 11 ultra","Mobile & Gadgets","Mobile & Gadgets",,
"indo film","Hobbies & Books","Hobbies & Collections","Hobbies & Collections","Hobbies & Collections"
"best standing fan","Home Appliances",,"Home Appliances",
"xiaomi mi 11 ultra","Mobile & Gadgets","Mobile & Gadgets",,
"iphone se 2020","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"modular wardrobe singapore","Home & Living","Home & Living","Home & Living","Home & Living"
"hill's","Pet Food & Supplies","Pet Food & Supplies","Pet Food & Supplies",
"samsung a11","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"diptyque candle","Beauty & Personal Care","Home & Living","Home & Living","Home & Living"
"hitachi wand","Miscellaneous","Miscellaneous",,
"cooker electric","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"sheers curtains","Home & Living","Home & Living","Home & Living",
"海馬 牌 新加坡","Home & Living",,,
"dog houses","Pet Food & Supplies","Pet Food & Supplies",,
"display cabinets singapore","Home & Living","Home & Living","Home & Living","Home & Living"
"s26 stage 1","Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies",
"nippon home","Home & Living","Home & Living","Home & Living",
"dahon k3 plus","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"durex vibrating massager ring","Miscellaneous",,,
"joseph joseph singapore","Home & Living",,,
"car key holder","Automotive","Automotive","Automotive",
"webuysg","Food & Beverages","Food & Beverages","Food & Beverages","Food & Beverages"
"lighting for dining table","Home & Living","Home & Living","Home & Living",
"emuaid watsons singapore","Health & Wellness",,,
"sliding door with lock","Home & Living","Home & Living","Home Appliances",
"toffee nut latte starbucks","Food & Beverages","Food & Beverages","Food & Beverages",
"hob and hood promotion 2021","Home Appliances",,,
"cooker electric","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"kikstart","Automotive","Automotive","Automotive",
"my protien","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"sliding door with lock","Home & Living","Home & Living","Home Appliances",
"myprotien","Sports & Outdoors","Food & Beverages",,
"ntuc gift card","Dining, Travel & Services",,"Home & Living",
"bicycle for sale singapore","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"display cabinets singapore","Home & Living","Home & Living","Home & Living","Home & Living"
"paw patrol toys","Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies"
"rtx 2060 super","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"dr martens sandals","Men's Shoes","Men's Shoes","Women's Shoes",
"23a battery","Home Appliances","Mobile & Gadgets","Miscellaneous","Miscellaneous"
"friendship ring","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories",
"swarovski bracelet","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories"
"google pixel 6 singapore","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"hang clothes","Home & Living","Home & Living","Home & Living",
"65inch tv","Home Appliances","Home Appliances","Home Appliances",
"mi 11 pro","Mobile & Gadgets","Mobile & Gadgets",,
"bike sticker","Sports & Outdoors","Sports & Outdoors","Automotive","Automotive"
"teenage girl clothes","Kids Fashion","Kids Fashion","Kids Fashion",
"meridian grooming","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"zyrtec r","Health & Wellness","Health & Wellness","Health & Wellness","Health & Wellness"
"transtar travel singapore","Dining, Travel & Services","Hobbies & Collections","Tickets, Vouchers & Services","Tickets, Vouchers & Services"
"moft singapore","Mobile & Gadgets",,"Mobile & Gadgets",
"little bearnie","Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies",
"chan chan chan kimchi","Food & Beverages","Food & Beverages",,
"microsoft surface laptop 4","Computers & Peripherals",,"Computers & Peripherals",
"blanket","Home & Living","Home & Living","Home & Living","Home & Living"
"wristband","Jewellery & Accessories","Sports & Outdoors","Jewellery & Accessories","Jewellery & Accessories"
"swag.live","Others",,,
"teepees","Toys, Kids & Babies","Home & Living","Toys, Kids & Babies",
"hairbrush","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"pokemon tretta album","Hobbies & Books","Hobbies & Books","Hobbies & Books","Hobbies & Books"
"vegetables oil","Food & Beverages","Food & Beverages",,
"under armour mas","Health & Wellness",,,"Sports & Outdoors"
"yasin rumi","Hobbies & Books","Hobbies & Books","Hobbies & Books",
"under armour mas","Health & Wellness",,,"Sports & Outdoors"
"xtraman","Health & Wellness",,"Toys, Kids & Babies",
"vision empire mask","Health & Wellness","Health & Wellness",,
"local snacks singapore","Food & Beverages","Food & Beverages","Food & Beverages","Food & Beverages"
"guanciale singapore","Food & Beverages",,,
"kith smokeless grill","Home Appliances","Home Appliances",,
"lululemon singapore delivery","Sports & Outdoors",,,
"abacus ring","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories"
"ninja melk","Food & Beverages","Food & Beverages","Food & Beverages",
"oven singapore","Home Appliances",,"Home Appliances",
"mother's day gift","Lifestyle","Home & Living",,
"iphone 8 price in singapore","Mobile & Gadgets",,,
"giant promotion","Food & Beverages","Sports & Outdoors","Tickets, Vouchers & Services","Tickets, Vouchers & Services"
"optimum nutrition singapore","Sports & Outdoors",,"Sports & Outdoors",
"us sim card","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"newbalance","Sports & Outdoors","Men's Shoes",,
"vivoactive 4","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"cheap laptop","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"telegram game","Lifestyle","Mom & Baby","Hobbies & Collections","Hobbies & Collections"
"c type cable","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"best robot vacuum singapore","Home Appliances",,,
"logitech g512","Video Games","Computers & Peripherals","Computers & Peripherals",
"martell","Food & Beverages","Food & Beverages","Food & Beverages","Food & Beverages"
"hybrid bike singapore","Sports & Outdoors",,"Sports & Outdoors",
"gingersnaps singapore","Kids Fashion","Baby & Kids Fashion","Baby & Kids Fashion","Baby & Kids Fashion"
"flesh light","Miscellaneous","Women's Apparel","Miscellaneous",
"portable bbq grill","Home Appliances","Sports & Outdoors","Sports & Outdoors",
"java zelo v2","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"pikes","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"lankeleisi folding bike","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"opera lip tint","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"bluetooth dongle","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals"
"九吉公","Food & Beverages","Health & Wellness","Health & Wellness","Health & Wellness"
"audio cable 3.5mm","Mobile & Gadgets","Mobile & Gadgets","Computers & Peripherals","Computers & Peripherals"
"mop with spray","Home & Living","Home & Living","Home & Living",
"mskinny","Health & Wellness","Health & Wellness",,
"back support for office chair","Home & Living","Home & Living",,
"atomy probiotics","Health & Wellness","Health & Wellness","Health & Wellness","Health & Wellness"
"massage chair singapore","Home & Living","Sports & Outdoors","Home & Living",
"diffuser young living","Home & Living","Home & Living","Home & Living",
"asics singapore","Sports & Outdoors","Men's Shoes","Men's Shoes",
"window films","Home & Living","Home & Living","Home & Living",
"tattoo sticker","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories","Home & Living"
"durian puff delivery","Food & Beverages","Food & Beverages","Food & Beverages",
"steam oven singapore","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"dish drying rack singapore","Home & Living",,"Home & Living",
"artfriend","Home & Living","Home & Living",,
"bladeless wall fan","Home Appliances","Home Appliances","Home Appliances",
"best cordless vacuum cleaner singapore","Home Appliances","Home Appliances",,
"candle lighter","Home & Living","Home & Living","Home & Living","Home & Living"
"wireless keyboard logitech","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"九吉公","Food & Beverages","Health & Wellness","Health & Wellness","Health & Wellness"
"wireless keyboard logitech","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"singapore stores online","Platform Terms (Lazada / Shopee)",,,
"mskinny","Health & Wellness","Health & Wellness",,
"foosball tables","Hobbies & Books","Hobbies & Collections","Mom & Baby","Mom & Baby"
"iphone plus 8","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"realme 6","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"popping boba","Food & Beverages","Food & Beverages","Food & Beverages",
"ceiling downlights","Home & Living","Home & Living","Home & Living",
"xiaomi poco x3","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"kitkat ice cream","Food & Beverages","Food & Beverages",,
"stainless steel dish rack","Home & Living","Home & Living","Home & Living",
"ikea online","Home & Living","Mobile & Gadgets","Mobile & Gadgets",
"ipsa singapore","Beauty & Personal Care",,,
"tricycle singapore","Sports & Outdoors","Toys, Kids & Babies","Toys, Kids & Babies",
"designer t shirt","Men's Wear","Men's Wear",,
"smile makers","Health & Wellness","Miscellaneous",,
"dessini cookware","Home & Living","Home & Living","Home & Living",
"sheng siong online shopping","Platform Terms (Lazada / Shopee)",,,
"g military","Sports & Outdoors","Watches","Sports & Outdoors",
"cycling jerseys","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"mooncake box","Home & Living","Home & Living","Home & Living",
"cornell steamer","Home Appliances","Home Appliances","Home Appliances",
"ga 2100","Watches","Watches","Watches",
"xiaomi smart watch","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"durian mooncake 2021","Food & Beverages",,,
"ceramic cooker","Home Appliances","Home Appliances","Home Appliances",
"popmart sg","Hobbies & Books",,"Hobbies & Books",
"best lo hei singapore 2022","Food & Beverages",,,
"led room lights","Home & Living","Home & Living","Home & Living",
"weatherstrip","Home & Living","Home & Living","Home & Living",
"cover car","Automotive","Automotive","Automotive",
"jackbikes","Sports & Outdoors","Sports & Outdoors","Motorcycles","Motorcycles"
"sofa on sale","Home & Living","Home & Living","Home & Living",
"root beer bundaberg","Food & Beverages","Food & Beverages",,
"seafood online","Food & Beverages",,"Food & Beverages",
"www.transtar.travel vtl","Dining, Travel & Services",,,
"sticker label printer","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"weather strip","Home & Living","Home & Living","Home & Living",
"akatsuki rings","Hobbies & Books","Hobbies & Books","Hobbies & Books",
"fortable table","Home & Living","Home & Living","Home & Living",
"chair for back support","Home & Living","Home & Living","Home & Living",
"ros syrup","Food & Beverages",,"Food & Beverages",
"lavalier microphones","Mobile & Gadgets",,"Mobile & Gadgets",
"door magnetic stopper","Home & Living","Home & Living","Home Appliances",
"tjhyml","Health & Wellness","Health & Wellness","Beauty & Personal Care",
"durian cake singapore","Food & Beverages","Food & Beverages","Food & Beverages","Food & Beverages"
"toy hamster","Pet Food & Supplies","Pet Food & Supplies","Pet Food & Supplies",
"vertical stand for laptop","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"electric lock","Home & Living","Home & Living","Home & Living",
"juice blender portable","Home Appliances","Home Appliances","Home Appliances",
"christmas ham singapore","Food & Beverages",,,
"hair bands for men","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories",
"electric saws","Home & Living","Home Appliances","Home & Living",
"galaxy lights projector","Home & Living","Home & Living","Home & Living",
"corner protectors","Home & Living","Toys, Kids & Babies","Toys, Kids & Babies",
"vernier caliper digital","Home & Living","Home Appliances",,
"arcylic panel","Home & Living","Miscellaneous","Home & Living",
"holicks","Food & Beverages","Women's Apparel",,
"led round ceiling lights","Home & Living","Home & Living",,
"dumbbell 5 kg","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"kombucha remedy","Food & Beverages","Food & Beverages",,
"mirror dressing table","Home & Living","Home & Living","Home & Living",
"handlebar bag","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"newborn goft","Toys, Kids & Babies",,"Toys, Kids & Babies",
"bedsheet","Home & Living","Home & Living","Home & Living","Home & Living"
"vacuum wet and dry cleaner","Home Appliances","Home Appliances",,
"garden hose","Home & Living","Home & Living","Home & Living","Home & Living"
"water vacuum cleaner","Home Appliances","Home Appliances","Home Appliances",
"panasonic microwave oven","Home Appliances","Home Appliances","Home Appliances",
"panasonic microwave oven","Home Appliances","Home Appliances","Home Appliances",
"oppo a74","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"wagon stroller","Toys, Kids & Babies","Toys, Kids & Babies","Pet Food & Supplies",
"pim's","Food & Beverages",,"Health & Wellness",
"money counter machine","Home & Living","Home & Living",,
"champion sport","Sports & Outdoors","Men's Wear",,
"feng shui water fountain","Home & Living","Home & Living","Home & Living",
"ssh store","Platform Terms (Lazada / Shopee)","Women Clothes","Women Clothes","Women Clothes"
"vacuum cleaner with water","Home Appliances","Home Appliances","Home Appliances",
"formal dress for men","Men's Bags","Men's Wear","Men's Wear",
"coach backpack","Women's Bags","Women's Bags","Women's Bags",
"hair serums","Beauty & Personal Care",,"Beauty & Personal Care",
"bibiks","Food & Beverages","Food & Beverages","Food & Beverages",
"where to watch champions league final singapore","Lifestyle",,,
"bean bag chair","Home & Living","Home & Living","Home & Living",
"iphone 14","Mobile & Gadgets","Mobile & Gadgets",,
"yale singapore lock","Home & Living","Home & Living","Home & Living","Home & Living"
"ipl home device","Beauty & Personal Care",,"Beauty & Personal Care",
"men's swimming trunks","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"tiger orchid brew","Food & Beverages","Food & Beverages","Home & Living","Food & Beverages"
"long cardigans","Women's Apparel","Women's Apparel","Women's Apparel",
"2 pin plug adapter","Home Appliances","Home Appliances","Home Appliances",
"contact lens case","Home & Living","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories"
"powered usb hub","Computers & Peripherals","Computers & Peripherals",,
"secretlab chair","Home & Living","Home & Living",,
"rgb led strip","Home & Living","Home & Living","Home & Living","Home & Living"
"guardian online store","Health & Wellness","Mom & Baby","Men Clothes","Men Clothes"
"asics badminton shoe","Sports & Outdoors",,"Men's Shoes",
"big water bottle","Sports & Outdoors","Home & Living","Home & Living",
"heng heng jewelry","Jewellery & Accessories",,"Home & Living",
"counter sunk screw","Home & Living","Home & Living","Home & Living",
"rk987","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"lights for false ceiling","Home & Living","Home & Living","Home & Living",
"iwatch 7","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"best love letters singapore 2021","Food & Beverages",,,
"new balance sandals","Men's Shoes","Men's Shoes","Men's Shoes",
"custom keychain","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories",
"collapsable table","Home & Living","Home & Living","Home & Living",
"lazy sofa chair","Home & Living","Home & Living","Home & Living",
"cctv wireless camera","Cameras & Drones","Cameras & Drones","Cameras & Drones","Cameras & Drones"
"wet wipe for floor","Home & Living","Home & Living","Beauty & Personal Care",
"sony stores singapore","Mobile & Gadgets",,,
"slimming cream","Health & Wellness","Health & Wellness","Health & Wellness","Health & Wellness"
"xiaomi standing fan","Home Appliances","Home Appliances","Home Appliances",
"aspire light","Home & Living","Home & Living","Home & Living",
"custom keychain","Mobile & Gadgets","Jewellery & Accessories","Jewellery & Accessories",
"miffy","Others","Home & Living","Home & Living","Home & Living"
"xxxtentacion hoodie","Men's Wear","Men's Wear","Men's Wear",
"projectors","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"prism tv remote control","Home Appliances",,"Home Appliances",
"lindt chocolate","Food & Beverages","Food & Beverages","Food & Beverages",
"samsung s22 price singapore","Mobile & Gadgets",,,
"luxffinity","Beauty & Personal Care","Stationery","Beauty","Beauty"
"compression t shirt","Men's Wear","Sports & Outdoors","Sports & Outdoors",
"singapore potato chips","Food & Beverages","Food & Beverages","Food & Beverages",
"clutch bag men","Men's Bags","Men's Bags","Men's Bags",
"gamewerkz","Video Games",,"Video Games",
"xiaomi cctv","Cameras & Drones","Cameras & Drones","Cameras & Drones","Cameras & Drones"
"neck fan singapore","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"garbage bags","Home & Living","Home & Living","Home & Living",
"sling bags singapore","Women's Bags","Women Bags","Women Bags",
"super vision","Health & Wellness","Health & Wellness","Health & Wellness",
"the north face windbreaker","Sports & Outdoors","Men's Wear",,
"idrive i12 pro","Automotive","Automotive","Automotive",
"bridesmaid gifts","Home & Living","Home & Living","Women's Bags",
"white pant","Men's Wear","Women's Apparel","Women's Apparel",
"everlane sg","Women's Shoes","Women Clothes","Women Clothes","Women Clothes"
"compression t shirt","Men's Wear","Sports & Outdoors","Sports & Outdoors",
"formosa delights","Food & Beverages","Food & Beverages","Food & Beverages","Food & Beverages"
"butcher paper","Home & Living","Home & Living",,
"toys for boys","Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies"
"luggage wheels replacement","Travel & Luggage","Travel & Luggage","Home & Living",
"korean branded bags","Women's Bags","Women's Bags","Women's Bags",
"bball court near me","Sports & Outdoors",,,
"shopee.comsg","Platform Terms (Lazada / Shopee)",,,
"daikin aircon remote control","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"acai neat me","Food & Beverages",,,
"cow and farmers","Home & Living","Pets","Mom & Baby","Mom & Baby"
"modemn","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"skullpanda","Toys, Kids & Babies","Hobbies & Books","Hobbies & Books",
"natural farm","Pet Food & Supplies","Food & Beverages",,
"hair straightener for men","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"kodak film rolls","Cameras & Drones","Cameras & Drones",,
"lv tote bag","Women's Bags","Women's Bags","Women's Bags",
"mlb cap","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories",
"casio tank","Watches",,"Women's Apparel",
"name sticker","Home & Living","Home & Living","Home & Living","Home & Living"
"farewell gift for colleagues sg","Lifestyle",,,
"go pro 11","Cameras & Drones","Mobile & Gadgets","Cameras & Drones","Cameras & Drones"
"casio tank","Watches",,"Women's Apparel",
"microphone with speaker portable","Mobile & Gadgets","Audio","Audio","Audio"
"small freezers","Home Appliances","Home Appliances","Home Appliances",
"extension socket","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"handheld fan","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"vented dryer","Home Appliances","Home Appliances","Home Appliances",
"cake storage","Home & Living","Home & Living","Home & Living",
"wood cutter","Home & Living","Home & Living","Home Appliances",
"sparkling candles","Home & Living","Home & Living","Home & Living",
"nuru massage singapore","Health & Wellness",,,
"timer switch","Home Appliances","Home & Living","Home & Living",
"microwave steam oven","Home Appliances","Home Appliances","Home Appliances",
"ding bakery","Food & Beverages","Home & Living","Food & Beverages",
"dior earring","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories",
"hollister singapore","Men's Wear",,"Men's Wear",
"muji umbrella","Home & Living","Home & Living",,
"star screw driver","Mobile & Gadgets","Home Appliances","Home Appliances",
"two pin plug","Computers & Peripherals","Home Appliances","Home Appliances",
"two pin plug","Computers & Peripherals","Home Appliances","Home Appliances",
"hollister singapore","Women's Apparel",,"Men's Wear",
"two pin plug","Travel & Luggage","Home Appliances","Home Appliances",
"dior earring","Mobile & Gadgets","Jewellery & Accessories","Jewellery & Accessories",
"ding bakery","Food & Beverages","Home & Living","Food & Beverages",
"two pin plug","Food & Beverages","Home Appliances","Home Appliances",
"muji umbrella","Dining, Travel & Services","Home & Living",,
"star screw driver","Beauty & Personal Care","Home Appliances","Home Appliances",
"sd cardreaders","Mobile & Gadgets",,,
"sd cardreaders","Mobile & Gadgets",,,
"home call","Home Appliances","Home & Living","Home & Living",
"the wonder shop","Home & Living","Beauty","Stationery","Stationery"
"pongori","Sports & Outdoors","Sports & Outdoors",,
"zenso weight loss","Health & Wellness","Health","Health","Health"
"thai milk tea powder","Food & Beverages","Food & Beverages","Food & Beverages","Food & Beverages"
"microsoft 365 subscription","Computers & Peripherals",,"Dining, Travel & Services",
"minisforum","Computers & Peripherals","Mobile & Gadgets","Mobile & Gadgets",
"new yorker luggage","Travel & Luggage","Travel & Luggage","Travel & Luggage",
"newfeel","Men's Shoes","Sports & Outdoors",,
"nalgene singapore","Home & Living","Home & Living","Home & Living","Health"
"taylor swift friendship bracelets","Hobbies & Books","Fashion Accessories","Fashion Accessories","Women Clothes"
"aos bath","Home & Living","Beauty & Personal Care",,
"robust capsule","Health & Wellness","Health","Health","Health"
"getha singapore","Home & Living","Home & Living","Health","Health"
"heap seng group","Home Appliances","Home & Living","Home & Living",
"panadol menstrual out of stock","Health & Wellness",,,
"runninglab","Sports & Outdoors","Sports & Outdoors",,
"cartelo","Men's Wear","Women's Bags","Men's Bags",
"sofa sex","Home & Living","Miscellaneous","Miscellaneous",
"pandora ring","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories"
"black eyeshadow","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"cardboard collectibles","Hobbies & Books","Stationery",,
"lenovo digital lock","Home & Living","Home & Living","Home & Living","Home & Living"
"trorexl","Sports & Outdoors","Sports & Outdoors","Health","Hobbies & Collections"
"teacher day card","Home & Living","Home & Living","Home & Living",
"ttwn bear","Women's Bags","Women's Bags",,
"cathy doll","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"reebok sg","Men's Shoes","Men's Shoes",,
"miniso marvel","Home & Living","Home & Living",,
"asus rog phone 2 singapore","Mobile & Gadgets",,,
"quietest starbucks in singapore","Lifestyle",,,
"photo+printer","Computers & Peripherals",,"Computers & Peripherals",
"saholea shampoo","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"led light","Home & Living","Home & Living","Home & Living","Home & Living"
"telegram bot games","Lifestyle",,,
"power bank","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"tennis shoes singapore","Men's Shoes","Sports & Outdoors",,
"skipping rope singapore","Sports & Outdoors","Sports & Outdoors",,
"bbq grill singapore","Home Appliances","Home Appliances","Home Appliances",
"stride rite singapore","Others",,,
